time,seconds_elapsed,z,y,x
1728735883174145000,0.09914501953125,9.952696800231934,0.090979665517807,0.08379705995321274
1728735883184155000,0.10915478515625,9.945513725280762,0.10534487664699554,0.07422025501728058
1728735883194164500,0.11916455078125,9.940725326538086,0.10055647045373917,0.07182604819536209
1728735883204143900,0.129143798828125,9.952696800231934,0.10773907601833344,0.07182604819536209
1728735883214123000,0.139123046875,9.931148529052734,0.0933738648891449,0.08379705995321274
1728735883224102400,0.149102294921875,9.938331604003906,0.10055647045373917,0.090979665517807
1728735883234081500,0.15908154296875,9.93354320526123,0.10534487664699554,0.090979665517807
1728735883244091400,0.16909130859375,9.940725326538086,0.10055647045373917,0.08379705995321274
1728735883254070500,0.179070556640625,9.940725326538086,0.09816227108240128,0.07900865375995636
1728735883264080400,0.189080322265625,9.921571731567383,0.08858546614646912,0.08379705995321274
1728735883274059500,0.1990595703125,9.945513725280762,0.09576806426048279,0.07182604819536209
1728735883284039000,0.209038818359375,9.947908401489258,0.10773907601833344,0.08379705995321274
1728735883294018000,0.21901806640625,9.93354320526123,0.08619125932455063,0.08858546614646912
1728735883303997400,0.22899755859375,9.93354320526123,0.08858546614646912,0.08140286058187485
1728735883313976600,0.2389765625,9.947908401489258,0.09816227108240128,0.08379705995321274
1728735883323986400,0.248986328125,9.940725326538086,0.10295066982507706,0.07900865375995636
1728735883333965600,0.258965576171875,9.93354320526123,0.090979665517807,0.08140286058187485
1728735883343945000,0.268945068359375,9.938331604003906,0.09816227108240128,0.090979665517807
1728735883353924000,0.278924072265625,9.945513725280762,0.11013327538967133,0.07182604819536209
1728735883363903200,0.2889033203125,9.947908401489258,0.09816227108240128,0.08379705995321274
1728735883373882600,0.298882568359375,9.947908401489258,0.09576806426048279,0.08140286058187485
1728735883383892500,0.308892578125,9.931148529052734,0.09576806426048279,0.07661445438861847
1728735883393871600,0.31887158203125,9.938331604003906,0.090979665517807,0.090979665517807
1728735883403881500,0.328881591796875,9.943120002746582,0.10055647045373917,0.07182604819536209
1728735883413860600,0.338860595703125,9.952696800231934,0.08379705995321274,0.07900865375995636
1728735883423840000,0.348840087890625,9.938331604003906,0.08619125932455063,0.06464344263076782
1728735883433819100,0.358819091796875,9.93593692779541,0.11013327538967133,0.08140286058187485
1728735883443798300,0.36879833984375,9.943120002746582,0.10534487664699554,0.08140286058187485
1728735883453777700,0.378777587890625,9.93593692779541,0.09576806426048279,0.08379705995321274
1728735883463787300,0.388787353515625,9.93593692779541,0.0933738648891449,0.08140286058187485
1728735883473797000,0.398797119140625,9.938331604003906,0.10055647045373917,0.08140286058187485
1728735883483807000,0.408806884765625,9.93593692779541,0.090979665517807,0.07182604819536209
1728735883493816600,0.418816650390625,9.943120002746582,0.09816227108240128,0.08619125932455063
1728735883503826400,0.428826416015625,9.943120002746582,0.09576806426048279,0.08858546614646912
1728735883513805800,0.438805908203125,9.943120002746582,0.10534487664699554,0.07900865375995636
1728735883523785000,0.448784912109375,9.938331604003906,0.10295066982507706,0.08858546614646912
1728735883533794800,0.458794921875,9.945513725280762,0.09816227108240128,0.08858546614646912
1728735883543804400,0.468804443359375,9.947908401489258,0.09816227108240128,0.08140286058187485
1728735883553753000,0.478753173828125,9.93354320526123,0.10055647045373917,0.08140286058187485
1728735883563763000,0.488762939453125,9.945513725280762,0.09576806426048279,0.0694318488240242
1728735883573772800,0.498772705078125,9.943120002746582,0.09816227108240128,0.07661445438861847
1728735883583782400,0.508782470703125,9.945513725280762,0.09576806426048279,0.07422025501728058
1728735883593761800,0.51876171875,9.962273597717285,0.0933738648891449,0.08140286058187485
1728735883603741000,0.528740966796875,9.923966407775879,0.0933738648891449,0.08858546614646912
1728735883613750800,0.538750732421875,9.947908401489258,0.08140286058187485,0.08858546614646912
1728735883623760600,0.5487607421875,9.940725326538086,0.0933738648891449,0.07900865375995636
1728735883633739800,0.55873974609375,9.916783332824707,0.09816227108240128,0.08858546614646912
