time,seconds_elapsed,z,y,x
1728937941140300800,0.12230078125,9.526528358459473,5.817910194396973,0.3423708379268646
1728937941150280200,0.1322802734375,9.593565940856934,5.262455463409424,0.2849099934101105
1728937941160259300,0.14225927734375,9.555258750915527,4.726154327392578,0.26815059781074524
1728937941170238700,0.15223876953125,9.48343276977539,4.137180328369141,0.3447650372982025
1728937941180217900,0.1622177734375,9.38048267364502,3.5936968326568604,0.2106897532939911
1728937941190197000,0.172197021484375,9.198522567749023,3.1914708614349365,0.12689268589019775
1728937941200146000,0.18214599609375,9.05487060546875,2.940079689025879,0.08140286058187485
1728937941210186200,0.192186279296875,8.889671325683594,2.875436305999756,0.05985504388809204
1728937941220165400,0.202165283203125,8.774748802185059,3.0597896575927734,0.10534487664699554
1728937941230175200,0.21217529296875,8.738836288452148,3.294421434402466,0.38307225704193115
1728937941240154400,0.222154296875,8.547300338745117,3.6607344150543213,0.49559974670410156
1728937941250133500,0.232133544921875,8.523358345031738,3.955221176147461,0.40222588181495667
1728937941260082400,0.24208251953125,8.406042098999023,4.335899353027344,0.3447650372982025
1728937941270122800,0.252122802734375,8.480262756347656,4.503493309020996,0.2346317619085312
1728937941280102000,0.262101806640625,8.621520042419434,4.608838081359863,0.14844051003456116
1728937941290111700,0.27211181640625,8.848969459533691,4.60165548324585,0.10534487664699554
1728937941300091000,0.2820908203125,9.284713745117188,4.570530891418457,-0.0454898327589035
1728937941310100700,0.292100830078125,9.5624418258667,4.534617900848389,-0.15801730751991272
1728937941320110300,0.3021103515625,9.421183586120605,4.268861770629883,-0.35673606395721436
1728937941330120200,0.3121201171875,8.98543930053711,3.907337188720703,-0.42616790533065796
1728937941340099300,0.322099365234375,8.56884765625,3.6822822093963623,-0.2537853717803955
1728937941350078700,0.33207861328125,8.382100105285645,3.7014358043670654,-0.06464344263076782
1728937941360088600,0.342088623046875,8.221688270568848,3.8283286094665527,0.1388636976480484
1728937941370067700,0.352067626953125,8.291120529174805,4.050989151000977,0.3064578175544739
1728937941380016400,0.362016357421875,9.002198219299316,4.280832767486572,0.304063618183136
1728937941390056700,0.372056640625,9.758766174316406,4.5609540939331055,0.26575639843940735
1728937941400036000,0.3820361328125,9.8784761428833,4.5609540939331055,0.05985504388809204
1728937941410045700,0.392045654296875,9.50737476348877,4.2951979637146,-0.2561795711517334
1728937941420055600,0.4020556640625,9.01895809173584,3.909731388092041,-0.4620809257030487
1728937941430034700,0.41203466796875,8.678980827331543,3.557783842086792,-0.5051765441894531
1728937941439983400,0.4219833984375,8.652645111083984,3.3662476539611816,-0.4668693244457245
1728937941450023700,0.432023681640625,8.765172004699707,3.361459255218506,-0.3926490843296051
1728937941460003000,0.442003173828125,9.153033256530762,3.4356794357299805,-0.3064578175544739
1728937941470012700,0.4520126953125,9.560047149658203,3.6128504276275635,-0.19871874153614044
1728937941480022500,0.4620224609375,9.914389610290527,3.7852327823638916,-0.17477671802043915
1728937941490002000,0.472001953125,10.091560363769531,3.7900211811065674,-0.23702596127986908
1728937941499950600,0.48195068359375,9.806650161743164,3.883395195007324,-0.2322375625371933
1728937941509960200,0.491960205078125,9.48343276977539,3.84269380569458,-0.27054479718208313
1728937941519970000,0.501969970703125,9.081207275390625,3.6559460163116455,-0.31842881441116333
1728937941529949200,0.51194921875,8.884882926940918,3.6128504276275635,-0.31842881441116333
1728937941539928600,0.521928466796875,9.124302864074707,3.598485231399536,-0.33997663855552673
1728937941549938400,0.5319384765625,9.282320022583008,3.5410242080688477,-0.47644615173339844
1728937941559948000,0.541947998046875,9.332598686218262,3.536235809326172,-0.5674257874488831
1728937941569927400,0.551927490234375,9.375694274902344,3.643975019454956,-0.5291185975074768
1728937941579906600,0.561906494140625,9.387664794921875,3.799597978591919,-0.45489832758903503
1728937941589886000,0.571885986328125,9.311050415039062,3.861847400665283,-0.38067805767059326
1728937941599834600,0.581834716796875,9.167398452758789,3.8331170082092285,-0.3687070608139038
1728937941609844200,0.59184423828125,9.117119789123535,3.801992416381836,-0.3687070608139038
1728937941619823600,0.60182373046875,9.083600997924805,3.77565598487854,-0.3734954595565796
1728937941629833200,0.611833251953125,9.14345645904541,3.7158010005950928,-0.3687070608139038
1728937941639812600,0.6218125,9.133879661560059,3.6391866207122803,-0.40701428055763245
1728937941649791700,0.631791748046875,9.107542991638184,3.598485231399536,-0.4692635238170624
1728937941659740700,0.64174072265625,9.071630477905273,3.6607344150543213,-0.4596867263317108
1728937941669750300,0.651750244140625,8.947132110595703,3.7014358043670654,-0.4644751250743866
1728937941679760100,0.661760009765625,8.904036521911621,3.708618402481079,-0.48602294921875
1728937941689739300,0.6717392578125,8.990227699279785,3.758896589279175,-0.5410895943641663
1728937941699688200,0.681688232421875,9.148244857788086,3.780444383621216,-0.6033388376235962
1728937941709728300,0.691728271484375,9.351752281188965,3.6966474056243896,-0.6368576288223267
1728937941719707600,0.701707763671875,9.521739959716797,3.557783842086792,-0.6847416758537292
1728937941729686800,0.711686767578125,9.399636268615723,3.4739866256713867,-0.6919242739677429
1728937941739666200,0.721666259765625,8.645462036132812,3.5745432376861572,-0.7852981686592102
1728937941749675800,0.73167578125,9.299078941345215,3.840299606323242,-0.7589619159698486
1728937941759655200,0.7416552734375,9.710882186889648,4.177882194519043,-0.7589619159698486
1728937941769634300,0.75163427734375,9.880870819091797,4.079719543457031,-0.8188169598579407
1728937941779583000,0.7615830078125,9.72285270690918,3.8379054069519043,-0.849941611289978
1728937941789623300,0.771623291015625,9.452308654785156,3.598485231399536,-0.8307880163192749
1728937941799602700,0.781602783203125,9.354146003723145,3.4763808250427246,-0.7637503147125244
1728937941809581800,0.791581787109375,9.437943458557129,3.514688014984131,-0.6416460275650024
1728937941819530500,0.801530517578125,9.600749015808105,3.8163576126098633,-0.40701428055763245
1728937941829570800,0.81157080078125,9.385271072387695,3.84269380569458,-0.4812345504760742
1728937941839550200,0.82155029296875,9.17697525024414,3.840299606323242,-0.5817909836769104
1728937941849529300,0.831529296875,9.066842079162598,3.754108190536499,-0.6799532771110535
1728937941859508700,0.8415087890625,9.059659004211426,3.7038300037384033,-0.7134721279144287
1728937941869487900,0.85148779296875,9.030928611755371,3.6942532062530518,-0.6703764796257019
1728937941879467000,0.861467041015625,8.944737434387207,3.6320040225982666,-0.667982280254364
1728937941889446400,0.8714462890625,8.968679428100586,3.5673606395721436,-0.7015010714530945
1728937941899425500,0.881425537109375,9.045293807983398,3.5458126068115234,-0.7158663272857666
1728937941909435400,0.891435302734375,8.892065048217773,3.533841609954834,-0.7733271718025208
1728937941919414500,0.90141455078125,9.2033109664917,3.780444383621216,-0.6488286852836609
1728937941929394000,0.911393798828125,9.500192642211914,4.022258758544922,-0.6320692300796509
1728937941939373000,0.921373046875,9.591172218322754,4.043806552886963,-0.667982280254364
