time,x,y,z
1736376614139023000,-2.0478318162456155,-2.079598535123467,-2.0644062266886234
1736376614149085000,-1.795909603792429,-2.5419471665591,-2.123777868589759
1736376614159147000,-1.5804640414737163,-2.920459576922655,-2.1813418765470383
1736376614169209900,-1.2885703225076197,-3.1580595417737958,-2.266060433411598
1736376614179272000,-1.0333768332988023,-3.2569501241147516,-2.141580651783943
1736376614189334000,-0.9049497753500938,-3.307076967808604,-2.0007833570837974
1736376614199397000,-1.011622389869392,-3.5416660604059693,-1.9343314015328883
1736376614209459000,-1.0187398206591605,-3.8847505990356206,-1.739043514971435
1736376614219521000,-0.8015412771932781,-3.669829498982429,-1.4196563705325125
1736376614229583000,-0.911965499331057,-3.292795344477892,-0.9845897137761116
1736376614239646000,-0.8874877684175968,-2.9664363151997324,-0.4995628020644188
1736376614249708000,-0.8397681319959461,-2.730007147693634,-0.2613452898368239
1736376614259769900,-0.7819564328879117,-2.5513702439427375,-0.29397125589251516
1736376614269833000,-0.28210356183573604,-2.082206671795249,-0.41833033374994993
1736376614279895000,0.1974383425936103,-1.5141840814888476,-0.4768643557831645
1736376614289957000,0.24119798934310674,-1.0723778873443603,-0.44958033527731894
1736376614300019000,0.4913074532859027,-0.2507271574497223,-0.2235746543690562
1736376614310082000,0.5237143697634339,0.10638824461996554,-0.10930120945721863
1736376614320144000,0.16896511230319738,-0.21370354095697403,-0.3876959799028933
1736376614330206000,-0.07624781176969408,-0.4772130230903625,-0.6639866176761686
1736376614340269000,-0.2623505213566124,-0.6355763696193695,-0.8706127675928175
1736376614350331100,-0.25616014228388667,-0.6435346351474523,-0.9909072263598442
1736376614360393000,-0.25727643296271563,-0.5745312415480613,-0.9758803376197814
1736376614370455600,-0.25222046474739906,-0.47498541016876694,-0.8503110071897506
1736376614380517400,-0.09540069439858198,-0.2937549827933311,-0.6942635363876819
1736376614390579500,0.08082417977452278,-0.08431552902162075,-0.6224912625968456
1736376614400641500,0.2288071481950581,0.1517120719462633,-0.5911852930985391
1736376614410704400,0.4279432346172631,0.40651977670788764,-0.6058277125656605
1736376614420766500,0.6257165082536638,0.6380120723336935,-0.6059257661126554
1736376614430828300,0.5696795637331903,0.8130752092510461,-0.5760450071118771
1736376614440891400,0.5238787665449083,0.861826672938466,-0.5321056198813021
1736376614450953500,0.5936040446780622,0.6670084497153759,-0.40620749588832256
1736376614461015600,0.5607753956571221,0.2678402048140764,-0.22587197152599692
1736376614471077400,0.39463045534119007,-0.13304302731156348,-0.09197320416793227
1736376614481140500,0.10037424502745271,-0.4123287552475929,-0.01772737987041473
1736376614491202300,-0.3158632080964744,-0.5166758494287729,0.09405307918190955
1736376614501264400,-0.8304257186330855,-0.37212066349983214,0.05896057688221335
1736376614511327500,-1.3236910279884935,-0.1666828465849161,-0.07538695715665816
1736376614521389600,-1.7538604142226277,-0.004839256724715232,-0.26061156873479485
1736376614531451400,-2.078250919906795,0.02217909858226776,-0.5191479386307298
1736376614541514500,-2.1633530692614613,-0.028584873971343037,-0.8116285175740718
1736376614551576300,-1.8984515482477842,-0.11038812791109084,-1.1023615221977234
1736376614561638400,-1.4869665503479539,-0.18695523476302622,-1.386544374525547
1736376614571700200,-1.1335900425456464,-0.24533552753925322,-1.644637822959572
1736376614581763600,-0.7857401892103254,-0.22023206594288347,-1.7813094160318375
1736376614591825400,-0.429059525296092,-0.10313771839141846,-1.7312847175382076
1736376614601887500,-0.09673647304698825,0.040329087778925896,-1.5300116190873085
1736376614611950300,0.12599267040863632,0.17720014894604683,-1.2524163284562528
1736376614622012400,0.14899652937725186,0.2033294464588165,-0.8534120419450104
1736376614632074200,0.013004150740802287,0.1804857464879751,-0.44841582154259085
1736376614642136300,-0.14518354696035385,0.2701402984499931,-0.11952420504689217
1736376614652199400,-0.3616944004230201,0.3738035020202398,0.1252978200122714
1736376614662261500,-0.4141670765906572,0.35435002900958057,0.2707948168359697
1736376614672323600,-0.42749505245834585,0.24467560232579708,0.3114285866498947
1736376614682386400,-0.2894651766449213,0.20519348676502702,0.40415333983749147
1736376614692448300,-0.03143251848742366,0.21895663917958735,0.510800819915533
1736376614702510300,0.3134998399659991,0.28507015655636786,0.6639280193567275
1736376614712573200,0.6897906287573278,0.2867033107161522,0.8351558158949017
1736376614722635500,0.9893728563994169,0.16949088974297047,0.8584405376315116
1736376614732697600,1.1950227086298166,0.05354337413907051,0.7694356817498803
1736376614742759400,1.3022636245563626,0.009387421548366547,0.703365565123409
1736376614752822300,1.5162090114451945,0.027644378250837324,0.786533677675575
1736376614762884400,1.6229121672332285,0.13069500288069247,0.9260361102595924
1736376614772946400,1.588328637368977,0.2721972309798002,1.0416706143915653
1736376614783009300,1.41240172322914,0.4310241033673286,1.2069666827932
1736376614793071600,1.1514881028078496,0.5022393277972936,1.343184833009541
1736376614803133400,0.8632432617381215,0.5872808330059052,1.4069056100308894
1736376614813195500,0.5852503500916063,0.6167120946735143,1.3512021352484822
1736376614823258400,0.37894729464948174,0.5851274543642997,1.2868505129776895
1736376614833320400,0.25842691817209124,0.5203729503810406,1.2508008560836315
1736376614843382300,0.22263985773697495,0.3474538397550583,1.213902619536221
1736376614853445400,0.3529958379216492,0.143877725058794,1.1701005949497223
1736376614863507500,0.5334343842670322,-0.06673135701417923,1.1237231669172645
1736376614873569500,0.5812298624038696,-0.32180969541072846,1.0703557338669896
1736376614883632400,0.4614388231143355,-0.506496400719881,0.9229662012949585
1736376614893694500,0.24170433143004774,-0.5998878011226654,0.5368681581079959
1736376614903756300,0.08377090075090526,-0.6557967353492975,0.16657324873059987
1736376614913818400,-0.007895867816358804,-0.6641548138499259,0.06018471184968948
1736376614923881200,-0.07865034286677837,-0.5843085391968489,0.2546490070685744
1736376614933943600,-0.1269645841807127,-0.46346097659170626,0.6055529872775077
1736376614944005400,-0.13734803102910517,-0.4759598081588745,1.0254033702015877
1736376614954068500,-0.07184241641759873,-0.5484375998705625,1.4507877141162753
1736376614964130300,0.06887582169696688,-0.6233107622861862,1.7668410379573702
1736376614974192400,0.24751506353542208,-0.6405658484697342,1.9094295999884605
1736376614984254500,0.2428267595887184,-0.6079769995540381,1.8536355243131517
1736376614994317300,0.15729776312410831,-0.5579670602381229,1.6308914755493402
1736376615004379400,0.014125409855693579,-0.4683212761044502,1.2149670338973402
1736376615014441500,-0.1993725255265832,-0.3688111005604267,0.7753478284031152
1736376615024504300,-0.3516204579152167,-0.29333588059842586,0.3731161042779684
1736376615034566400,-0.3665305884078145,-0.29590602334737776,0.07180120762437582
1736376615044628500,-0.24897110756263136,-0.4327344144165516,0.011779577381908893
1736376615054691300,-0.1664870317518711,-0.6177846923410892,0.08239858948439359
1736376615064753400,-0.23034122589454054,-0.7571078228354453,0.13308832775801419
1736376615074815500,-0.2660369547843933,-0.8259493038713932,0.0335559403821826
1736376615084877600,-0.224040372184664,-0.8885738100886345,-0.2346338085219264
1736376615094940400,-0.1765627278253436,-0.8833025916874409,-0.7467883811339735
1736376615105002500,0.010629384433478117,-0.8001344791352748,-1.2777452693715692
1736376615115064300,0.2879008499376476,-0.7148603342145681,-1.6837433602929115
1736376615125127400,0.5193474067255854,-0.6292395678132772,-1.9225228903174398
1736376615135189200,0.6870075739100575,-0.5033224468588828,-2.1465029106169937
1736376615145251600,0.8927604481235146,-0.4606108478575945,-2.1713141112685204
1736376615155313400,1.1839955570504068,-0.09618073886036872,-2.1955130252406
1736376615165376500,1.3868531482137738,0.029734044006466863,-2.2877497026503084
1736376615175438300,1.6049604770876467,0.10880290454626083,-2.2587413425698877
1736376615185500400,1.792722205927968,0.1798807663321495,-2.164243734490871
1736376615195563300,1.8826336552605032,0.16723989594578742,-1.9672937599360942
1736376615205625300,1.9088418632283806,0.07660393173098563,-1.694598808567226
1736376615215687400,1.8728347303017974,-0.10402911427319049,-1.4437573770880698
1736376615225750500,1.7538940242312848,-0.29191549240648745,-1.0997408183053135
1736376615235812400,1.6064295267269015,-0.3304290551960468,-0.7679287843182683
1736376615245874400,1.49631290923357,-0.48891456679999823,-0.5202747507035732
1736376615255936500,1.416285140533745,-0.5522007517963647,-0.5010768598891795
1736376615265999400,1.3825503364533185,-0.5202613067001104,-0.6170483408905565
1736376615276061200,1.209346271406114,-0.5138526087015867,-0.942457522097975
1736376615286123500,0.9289809315398335,-0.7062140864223242,-1.4729063146829604
1736376615296186400,0.8342261338293552,-0.6520511190801859,-1.6364520322859286
1736376615306248400,0.9498691135287284,-0.5320043514639139,-1.8738298788189887
1736376615316310500,1.2839824101954698,-0.263221312841773,-2.0405250003635884
1736376615326372400,1.486992561572045,-0.039864392876625056,-2.129997766017914
1736376615336435200,1.6715841359436512,0.3222165226459503,-2.3669454044401643
1736376615346497300,1.6597284245856105,0.8961632423043251,-2.5588240670800206
1736376615356559600,1.6296299311809241,1.7449211748331783,-2.238897116675973
1736376615366622500,1.9114291032426058,3.027378567418456,-1.412109608414769
1736376615376684500,2.197062592770159,3.544576394894719,0.18205222861971704
1736376615386746600,1.7425614599645136,2.8873657010942697,1.936478350433707
1736376615396809500,1.072493184287101,1.961674751010537,3.5283079816609617
1736376615406871800,0.5644380463505163,1.1431062050402163,4.700312948927283
1736376615416934000,-0.06935596989672631,0.4175111263215542,4.810907413065433
1736376615426995700,-0.8850170674551278,-0.19079203644692896,3.700589963427186
1736376615437058600,-1.4068459887981415,-0.6474398258924484,2.175930665153265
1736376615447120600,-1.6256711105525492,-0.7575619963437318,0.7042863332301378
1736376615457182700,-1.6967144855469465,-0.7389326991975307,-0.4110568356156349
1736376615467245600,-1.6467206205829976,-0.5565040019482373,-0.8367107902519404
1736376615477308000,-1.2615744712933896,-0.41527182296216486,-0.3144284260530025
1736376615487369700,-0.7516770299583673,-0.10925415544509887,0.8331453528553247
1736376615497431800,-0.5794147027406841,0.32362112874686716,1.9985212573707103
1736376615507494700,-0.7628537460763007,0.6474713900744915,2.889544798699021
1736376615517556700,-1.0331564685463905,0.88046941408813,3.3497470657557247
1736376615527618600,-1.6324612090840935,0.8223404657244682,3.4757676470845937
1736376615537681700,-2.225573524722457,0.727104314237833,3.102351098555326
1736376615547743700,-2.7000281890153883,0.6856605432152748,2.21497380477488
1736376615557805800,-2.9033950448751447,0.7754799303501844,1.1069055953681468
1736376615567868700,-2.7584640113711356,1.0092366637766361,0.21905308529138565
1736376615577930800,-2.5284400347322222,1.1033119547903536,-0.1704166993509978
1736376615587992600,-2.014642663349211,0.9674936175465583,0.2069160727739334
1736376615598054700,-1.07547680320777,0.6969669501274823,1.195148600031808
1736376615608117500,-0.15470504321716724,0.3790221134513616,2.1664503046244383
1736376615618179800,0.26957539457622914,0.13839549425542355,3.0245144101589916
1736376615628241700,0.4231861032180488,0.06126841543316841,3.4283331112146374
1736376615638304800,0.3441449709353968,0.024478023174405096,3.137930361458659
1736376615648366600,0.0701269177366048,-0.08002221574187278,2.3534815272331238
1736376615658428700,-0.15868596607949584,-0.14170564171671868,1.4314672198355196
1736376615668490800,-0.4074436866197735,-0.23861060319840907,0.5106886282453313
1736376615678553600,-0.6445188238792121,-0.30616672059893607,-0.17518413294851778
1736376615688615700,-0.8043871681436896,-0.40803018127083773,-0.6887953341096639
1736376615698677800,-0.8962420066289604,-0.5865823293477297,-1.0230313803732394
1736376615708740600,-0.8711862566318362,-0.7613853540241717,-1.0689052427977324
1736376615718802700,-0.7090848195530474,-0.7036082878381014,-0.7136866142600774
1736376615728864800,-0.3540507903346792,-0.4038584485441446,-0.022193711629509925
1736376615738926600,-0.13805404214030131,-0.2543424253374338,0.7871037326484918
1736376615748989700,0.03916906755622476,-0.1901110684454441,1.4261357956796883
1736376615759051800,0.09766112274439073,-0.18512918837964534,1.8075275608718395
1736376615769113900,0.03946193128926679,-0.20400807637274265,1.8534733194887636
1736376615779176700,-0.17212355806780977,-0.2809393403619528,1.50332541834414
1736376615789238800,-0.5143217605832964,-0.36657764241993424,1.0762585281699895
1736376615799300600,-0.7817341684393584,-0.2681108384490013,0.6898037074346095
1736376615809363700,-0.9417613565273583,-0.046797407010197634,0.46147827834188937
1736376615819425500,-0.9876730667442083,0.08276420792639255,0.4263450056403875
1736376615829487900,-1.004342681189999,0.0468424151957035,0.608626476438716
1736376615839549700,-0.8450368661791086,-0.02842880662679672,0.9565180500239133
1736376615849612800,-0.590613776820898,-0.01333995856642723,1.3630845884829759
1736376615859674600,-0.44699901354722676,-0.0670288786560297,1.6204279492020606
1736376615869736700,-0.5039550822066143,-0.1563923387169838,1.6578122157007456
1736376615879799600,-0.576336756600067,0.014574468797445296,1.3830980334639549
1736376615889861600,-0.7139847204238176,0.0649678544729948,1.015342579436302
1736376615899923700,-0.9654247023180127,-0.08488602238595486,0.6901701295942068
1736376615909986800,-1.0723998799804597,-0.256578221565485,0.3855751152914017
1736376615920048600,-1.0859032124150543,-0.24704700763225554,0.26461006378643215
1736376615930110700,-0.9969317473463714,-0.07866261782646179,0.31610775744207203
1736376615940172800,-0.7414164788372815,0.009769698864221573,0.40649814939796924
1736376615950235600,-0.656744099202007,0.03373042016625404,0.40222054514400657
1736376615960297500,-0.6547478838834911,0.2316775890648365,0.34312012139968573
1736376615970359800,-0.5933810495771468,0.3268523657530546,0.2284345885556191
1736376615980422700,-0.6717882313378155,-0.2245353160947561,0.2144418286362663
1736376615990484700,-1.1701419498734176,-0.6054746613442897,0.16711363921761513
1736376616000546800,-1.352126702747494,-0.45255905882716174,0.08348024724125862
