time,seconds_elapsed,steps
1728747622324845000,131.50784497070313,232
1728747622884201700,132.06720166015626,233
1728747623523392500,132.706392578125,234
1728747624082749200,133.26574926757812,235
1728747624642075400,133.82507543945312,236
1728747625121537000,134.304537109375,237
1728747625680985000,134.86398510742188,238
1728747626240280800,135.42328076171876,239
1728747626799454500,135.98245434570313,240
1728747627358780700,136.54178076171874,241
1728747627918045700,137.10104565429688,242
1728747628477494000,137.66049389648438,243
1728747629036942300,138.2199423828125,244
1728747629516556500,138.699556640625,245
1728747630155625200,139.33862524414062,246
1728747630635147800,139.81814770507813,247
1728747631194443500,140.37744360351562,248
1728747631753708500,140.93670849609376,249
1728747632313187300,141.49618725585938,250
1728747632872452600,142.05545263671874,251
1728747633431870200,142.6148701171875,252
1728747633991410000,143.17440991210938,253
1728747634550797300,143.73379736328124,254
1728747635110215000,144.29321484375,255
1728747635669663200,144.85266333007812,256
1728747636149185800,145.33218579101563,257
1728747636788468200,145.97146826171874,258
1728747637267929900,146.45092993164062,259
1728747637827347500,147.01034741210938,260
1728747638386582000,147.56958203125,261
1728747639025833700,148.20883374023438,262
1728747639505326000,148.688326171875,263
1728747640064591000,149.24759106445313,264
1728747640624070000,149.80706982421876,265
1728747641183365600,150.36636572265624,266
1728747641662735600,150.84573559570313,267
1728747642142166800,151.32516674804688,268
1728747642701401300,151.8844013671875,269
1728747643420487200,152.60348706054688,270
1728747643899887900,153.08288793945312,271
1728747644459366700,153.64236669921874,272
1728747644938858800,154.12185864257813,273
1728747645577988400,154.76098828125,274
1728747646137314600,155.320314453125,275
1728747646696518700,155.8795185546875,276
1728747647175980300,156.35898022460938,277
1728747647815354000,156.99835400390626,278
1728747648294907400,157.47790747070312,279
1728747648934098000,158.11709790039063,280
1728747649333603600,158.516603515625,281
1728747649972855300,159.15585522460938,282
1728747650532032300,159.7150322265625,283
1728747651091419400,160.27441943359375,284
1728747651650593000,160.83359301757812,285
1728747652210010600,161.3930107421875,286
1728747652769397800,161.9523977050781,287
1728747653328785200,162.51178515625,288
1728747653888050200,163.07105029296875,289
1728747654447346000,163.63034594726562,290
1728747654846882000,164.02988208007812,291
1728747655565815000,164.74881494140624,292
1728747656125019100,165.30801904296874,293
1728747656604450300,165.7874501953125,294
1728747657163837400,166.34683740234374,295
1728747657723163600,166.90616357421874,296
1728747658282429000,167.46542895507812,297
1728747658841785600,168.02478564453125,298
1728747659321186300,168.50418627929687,299
1728747659960438000,169.14343798828125,300
1728747660360126700,169.54312670898437,301
1728747661079181800,170.26218188476562,302
1728747661478718000,170.66171801757812,303
1728747662198047700,171.3810478515625,304
1728747662677784000,171.8607841796875,305
1728747663317127400,172.50012744140625,306
1728747663876819700,173.05981982421875,307
1728747664436298500,173.61929858398437,308
1728747665555103500,174.738103515625,309
1728747666034534700,175.21753466796875,310
1728747666593982700,175.7769826660156,311
1728747667153278500,176.33627856445312,312
1728747667632770600,176.8157705078125,313
1728747668272053000,177.45505297851562,314
1728747668751636700,177.93463671875,315
1728747669390979800,178.5739797363281,316
1728747669950458600,179.13345874023437,317
1728747670429920300,179.6129201660156,318
1728747671069263600,180.252263671875,319
1728747671628650800,180.8116506347656,320
1728747672187824400,181.37082446289062,321
1728747672747089400,181.93008935546874,322
1728747673226642700,182.409642578125,323
1728747673865711400,183.04871142578125,324
1728747674425068000,183.60806811523437,325
1728747674824543200,184.00754321289062,326
1728747675543811800,184.7268117675781,327
1728747675943409200,185.1264091796875,328
1728747676662494700,185.84549462890624,329
1728747677221760000,186.40476000976562,330
1728747677781025000,186.96402490234374,331
1728747678340320800,187.52332080078125,332
1728747678899708000,188.0827080078125,333
1728747679459003600,188.64200366210937,334
1728747679938434800,189.12143481445312,335
1728747680338001400,189.52100146484375,336
1728747681136935400,190.31993530273436,337
1728747681456515600,190.639515625,338
1728747682255343600,191.43834350585936,339
1728747682814700300,191.9977001953125,340
1728747683294131500,192.47713134765624,341
1728747683933383200,193.11638305664061,342
1728747684333041400,193.51604150390625,343
1728747684892581000,194.0755810546875,344
1728747685531802400,194.71480224609374,345
1728747686011325200,195.1943251953125,346
1728747686650393600,195.8333935546875,347
1728747687049868800,196.23286889648438,348
1728747687768954600,196.95195458984375,349
1728747688168521200,197.35152124023438,350
1728747688887881500,198.07088159179688,351
1728747689367343000,198.55034301757811,352
1728747690006656000,199.18965600585938,353
1728747690406161700,199.58916162109375,354
1728747691125094700,200.3080947265625,355
1728747691524691700,200.70769165039061,356
1728747692164004600,201.34700463867188,357
1728747692643558000,201.82655786132813,358
1728747693123080400,202.30608056640625,359
1728747693762057500,202.94505737304686,360
1728747694321475300,203.50447534179688,361
1728747694880679400,204.06367944335938,362
1728747695440158200,204.623158203125,363
1728747695919589400,205.10258935546875,364
1728747696558993700,205.74199365234375,365
1728747696958835000,206.1418349609375,366
1728747697598300200,206.78130004882811,367
1728747698157687300,207.34068725585936,368
1728747698717227300,207.90022729492188,369
1728747699196811000,208.37981103515625,370
1728747699756625400,208.93962548828125,371
1728747700395785500,209.57878540039061,372
1728747700955081200,210.13808129882813,373
1728747701354587000,210.5375869140625,374
1728747702073733600,211.25673364257813,375
1728747702553317400,211.7363173828125,376
1728747703112674000,212.29567407226563,377
1728747703592105200,212.77510522460938,378
1728747704071750000,213.25475,379
1728747704710940700,213.89394067382813,380
1728747705350161700,214.53316162109374,381
1728747705829501400,215.01250146484375,382
1728747706388949500,215.57194946289061,383
1728747707028079400,216.21107934570313,384
1728747707587466500,216.77046655273438,385
1728747708066928000,217.24992822265625,386
1728747708626193200,217.80919311523436,387
1728747709025851400,218.20885131835936,388
1728747709745028600,218.92802856445311,389
1728747710224795600,219.40779565429688,390
1728747710863894800,220.04689477539063,391
1728747711503268400,220.68626831054686,392
1728747711902987800,221.08598779296875,393
1728747712542361600,221.72536157226563,394
1728747713102298000,222.28529809570313,395
1728747713582065000,222.76506494140625,396
1728747714141456000,223.32445581054688,397
1728747714701301000,223.8843010253906,398
1728747715261085000,224.4440849609375,399
1728747715820838100,225.00383813476563,400
1728747716460669700,225.64366967773438,401
1728747716940223000,226.12322290039063,402
1728747717499915500,226.68291552734374,403
1728747718059577300,227.2425773925781,404
1728747718619208700,227.80220874023436,405
1728747719178565400,228.3615654296875,406
1728747719818000100,229.0010002441406,407
1728747720377570600,229.5605705566406,408
1728747720937293300,230.12029321289063,409
1728747721496589000,230.6795891113281,410
1728747721976295000,231.159294921875,411
1728747722615608000,231.7986081542969,412
1728747723095283500,232.27828344726564,413
1728747723654640000,232.83764013671876,414
1728747724293983500,233.4769833984375,415
1728747724853187600,234.0361875,416
1728747725412605200,234.5956052246094,417
1728747725892097500,235.07509765625,418
1728747726451667700,235.6346677246094,419
1728747727090827800,236.2738278808594,420
1728747727570259000,236.75325903320314,421
1728747728209846500,237.3928464355469,422
1728747728769355800,237.95235571289064,423
1728747729328773400,238.5117734375,424
1728747729888160800,239.07116088867187,425
1728747730367744500,239.55074462890624,426
1728747731006920200,240.1899201660156,427
1728747731486504000,240.66950390625,428
1728747732125633500,241.30863354492186,429
1728747732684898600,241.8678986816406,430
1728747733244407800,242.42740771484375,431
1728747733803734000,242.98673413085936,432
1728747734363121200,243.54612109375,433
1728747734842399700,244.02539965820313,434
1728747735481651500,244.6646513671875,435
1728747735881248800,245.06424877929686,436
1728747736600639500,245.78363940429688,437
1728747737160179500,246.34317944335936,438
1728747737719505400,246.90250537109375,439
1728747738359093000,247.5420930175781,440
1728747738838737700,248.02173754882813,441
1728747739398172000,248.581171875,442
1728747739957315000,249.14031518554688,443
1728747740356973300,249.53997338867188,444
1728747741075967200,250.25896728515625,445
1728747741475564500,250.658564453125,446
1728747742114938400,251.2979384765625,447
1728747742754251000,251.9372509765625,448
1728747743153726200,252.33672631835938,449
1728747743872689700,253.05568969726562,450
1728747744431955000,253.61495483398437,451
1728747744991394800,254.17439477539062,452
1728747745550720800,254.733720703125,453
1728747746109924900,255.2929248046875,454
1728747746669220600,255.852220703125,455
1728747747228607700,256.41160766601564,456
1728747747788117000,256.9711169433594,457
1728747748187744800,257.3707448730469,458
1728747748906861000,258.0898610839844,459
1728747749466065200,258.6490651855469,460
1728747749945618400,259.1286184082031,461
1728747750584839400,259.76783935546877,462
1728747750904450000,260.0874499511719,463
1728747751703614000,260.8866140136719,464
1728747752262940200,261.4459401855469,465
1728747752822296800,262.005296875,466
1728747753381501000,262.5645009765625,467
1728747753940888000,263.12388818359375,468
1728747754500153300,263.6831533203125,469
1728747754899780900,264.08278076171877,470
1728747755618958000,264.8019580078125,471
1728747756178406400,265.3614064941406,472
1728747756737793500,265.92079345703127,473
1728747757297272300,266.4802722167969,474
1728747757696839000,266.8798388671875,475
1728747758415772200,267.5987722167969,476
1728747758974976300,268.1579763183594,477
1728747759534150000,268.71714990234375,478
1728747760093445400,269.2764453125,479
1728747760652680200,269.83568017578125,480
1728747761052307700,270.2353076171875,481
1728747761771515600,270.954515625,482
1728747762330811100,271.51381103515627,483
1728747762810211800,271.9932119140625,484
1728747763449524500,272.6325244140625,485
1728747763928986400,273.111986328125,486
1728747764568421000,273.7514211425781,487
1728747765127777800,274.31077783203125,488
1728747765687256600,274.8702565917969,489
1728747766246704600,275.42970458984377,490
1728747766806305500,275.9893054199219,491
1728747767366028500,276.5490285644531,492
1728747767925476600,277.1084765625,493
1728747768405030000,277.58802978515627,494
1728747768884461000,278.0674609375,495
1728747769604126700,278.7871267089844,496
1728747770163574800,279.34657470703127,497
1728747770722901000,279.90590087890627,498
1728747771362122200,280.5451223144531,499
1728747771921723100,281.10472314453125,500
1728747772481171200,281.66417114257814,501
1728747773040497400,282.22349731445314,502
1728747773679566000,282.8625661621094,503
1728747774159058200,283.34205810546877,504
1728747774798676200,283.98167626953125,505
1728747775437877200,284.6208771972656,506
1728747775917644000,285.1006440429687,507
1728747776477214500,285.6602143554687,508
1728747777116588300,286.29958837890626,509
1728747777596141300,286.77914135742185,510
1728747778235851000,287.41885107421876,511
1728747778795421200,287.9784211425781,512
1728747779354777900,288.5377778320312,513
1728747779993846500,289.17684643554685,514
1728747780553294800,289.736294921875,515
1728747780952922400,290.1359223632812,516
1728747781592448800,290.7754487304687,517
1728747782071880000,291.2548798828125,518
1728747782631511300,291.8145112304687,519
1728747783191264800,292.3742646484375,520
1728747783830669000,293.0136689453125,521
1728747784470348000,293.65334814453126,522
1728747784949962200,294.1329621582031,523
1728747785589763300,294.7727634277344,524
1728747786149547300,295.33254736328126,525
1728747786789348000,295.9723481445312,526
1728747787348949000,296.53194897460935,527
1728747787748515600,296.931515625,528
1728747788468059100,297.6510590820312,529
1728747789107219200,298.2902192382812,530
1728747789666423300,298.8494233398437,531
1728747790225780200,299.4087802734375,532
1728747790785106200,299.96810620117185,533
1728747791344585000,300.5275849609375,534
1728747791904033300,301.087033203125,535
1728747792463634200,301.64663427734376,536
1728747793023051800,302.2060517578125,537
1728747793422771000,302.6057709960937,538
1728747794141979000,303.3249787597656,539
1728747794701549000,303.8845490722656,540
1728747795340587300,304.5235871582031,541
1728747795740337000,304.9233369140625,542
1728747796459941400,305.64294140625,543
1728747797019451000,306.2024509277344,544
1728747797579234800,306.76223486328126,545
1728747798218608400,307.4016083984375,546
1728747798778361900,307.9613618164062,547
1728747799417949200,308.60094921875,548
1728747799977367000,309.16036694335935,549
1728747800536662800,309.7196628417969,550
1728747801096294000,310.2792939453125,551
1728747801735698400,310.91869848632814,552
1728747802295268600,311.4782685546875,553
1728747802774730200,311.95773022460935,554
1728747803254344400,312.43734448242185,555
1728747803973796400,313.1567963867187,556
1728747804693279000,313.8762790527344,557
1728747805173076200,314.356076171875,558
1728747805572856600,314.75585668945314,559
1728747805972636700,315.15563671875,560
1728747806372325600,315.55532568359376,561
1728747806932109600,316.11510961914064,562
1728747807491801900,316.6748017578125,563
1728747808211362300,317.3943623046875,564
1728747808770841000,317.9538410644531,565
1728747809330411500,318.5134116210937,566
1728747809889554400,319.07255444335937,567
1728747810608731600,319.7917316894531,568
1728747811167935700,320.3509357910156,569
1728747811727384000,320.9103840332031,570
1728747812206998300,321.3899982910156,571
1728747813006040000,322.1890400390625,572
1728747813565518800,322.7485187988281,573
1728747814124814600,323.3078146972656,574
1728747814684018700,323.8670187988281,575
1728747815802775600,324.9857756347656,577
