Room,Address,ESSID,Signal Level,Frequency,Bit Rate,Timestamp
L047,B4:5D:50:42:8E:50,SABANCIUNIV,-66,5.18,12,1732307157.0058491
L047,B4:5D:50:42:8E:52,SUGuest,-71,5.18,12,1732307157.0058491
L047,B4:5D:50:42:8E:51,eduroam,-72,5.18,12,1732307157.0058491
L047,B4:5D:50:42:8E:40,SABANCIUNIV,-70,2.412,11,1732307157.0058491
L047,B4:5D:50:42:8E:42,SUGuest,-70,2.412,11,1732307157.0058491
L047,B4:5D:50:42:8E:41,eduroam,-70,2.412,11,1732307157.0058491
L047,B4:5D:50:42:8E:43,SU-IoT,-70,2.412,11,1732307157.0058491
L047,B4:5D:50:29:76:62,SUGuest,-64,2.462,11,1732307157.0058491
L047,B4:5D:50:29:76:63,SU-IoT,-62,2.462,11,1732307157.0058491
L047,B4:5D:50:29:76:61,eduroam,-62,2.462,11,1732307157.0058491
L047,B4:5D:50:29:76:60,SABANCIUNIV,-62,2.462,11,1732307157.0058491
L047,B4:5D:50:29:8B:60,SABANCIUNIV,-76,2.437,11,1732307157.0058491
L047,B4:5D:50:29:8B:61,eduroam,-76,2.437,11,1732307157.0058491
L047,B4:5D:50:29:8B:62,SUGuest,-76,2.437,11,1732307157.0058491
L047,B4:5D:50:29:8B:63,SU-IoT,-77,2.437,11,1732307157.0058491
L047,B4:5D:50:29:8B:70,SABANCIUNIV,-89,5.3,12,1732307157.0058491
L047,B4:5D:50:29:8B:72,SUGuest,-89,5.3,12,1732307157.0058491
L047,B4:5D:50:29:8B:71,eduroam,-72,5.3,12,1732307157.0058491
L047,B4:5D:50:1F:D0:B0,SABANCIUNIV,-92,5.56,12,1732307157.0058491
L047,B4:5D:50:42:7B:80,SABANCIUNIV,-76,2.462,11,1732307157.0058491
L047,B4:5D:50:42:7B:83,SU-IoT,-76,2.462,11,1732307157.0058491
L047,B4:5D:50:42:7B:81,eduroam,-75,2.462,11,1732307157.0058491
L047,B4:5D:50:1F:D0:B2,SUGuest,-91,5.56,12,1732307157.0058491
L047,B4:5D:50:42:7B:90,SABANCIUNIV,-83,5.62,12,1732307157.0058491
L047,B4:5D:50:42:7B:91,eduroam,-68,5.62,12,1732307157.0058491
L047,B4:5D:50:42:7B:92,SUGuest,-84,5.62,12,1732307157.0058491
L047,B4:5D:50:42:8E:50,SABANCIUNIV,-68,5.18,12,1732307161.3176928
L047,B4:5D:50:42:8E:52,SUGuest,-71,5.18,12,1732307161.3176928
L047,B4:5D:50:42:8E:51,eduroam,-59,5.18,12,1732307161.3176928
L047,B4:5D:50:42:8E:40,SABANCIUNIV,-70,2.412,11,1732307161.3176928
L047,B4:5D:50:42:8E:42,SUGuest,-70,2.412,11,1732307161.3176928
L047,B4:5D:50:42:8E:41,eduroam,-70,2.412,11,1732307161.3176928
L047,B4:5D:50:42:8E:43,SU-IoT,-70,2.412,11,1732307161.3176928
L047,B4:5D:50:29:76:62,SUGuest,-64,2.462,11,1732307161.3176928
L047,B4:5D:50:29:76:63,SU-IoT,-62,2.462,11,1732307161.3176928
L047,B4:5D:50:29:76:61,eduroam,-75,2.462,11,1732307161.3176928
L047,B4:5D:50:29:76:60,SABANCIUNIV,-74,2.462,11,1732307161.3176928
L047,B4:5D:50:29:8B:60,SABANCIUNIV,-71,2.437,11,1732307161.3176928
L047,B4:5D:50:29:8B:61,eduroam,-71,2.437,11,1732307161.3176928
L047,B4:5D:50:29:8B:62,SUGuest,-71,2.437,11,1732307161.3176928
L047,B4:5D:50:29:8B:63,SU-IoT,-71,2.437,11,1732307161.3176928
L047,B4:5D:50:29:8B:70,SABANCIUNIV,-88,5.3,12,1732307161.3176928
L047,B4:5D:50:29:8B:72,SUGuest,-88,5.3,12,1732307161.3176928
L047,B4:5D:50:29:8B:71,eduroam,-88,5.3,12,1732307161.3176928
L047,B4:5D:50:1F:D0:B0,SABANCIUNIV,-91,5.56,12,1732307161.3176928
L047,B4:5D:50:42:7B:80,SABANCIUNIV,-76,2.462,11,1732307161.3176928
L047,B4:5D:50:42:7B:83,SU-IoT,-75,2.462,11,1732307161.3176928
L047,B4:5D:50:42:7B:81,eduroam,-75,2.462,11,1732307161.3176928
L047,B4:5D:50:1F:D0:B2,SUGuest,-91,5.56,12,1732307161.3176928
L047,B4:5D:50:42:7B:90,SABANCIUNIV,-78,5.62,12,1732307161.3176928
L047,B4:5D:50:42:7B:91,eduroam,-69,5.62,12,1732307161.3176928
L047,B4:5D:50:42:7B:92,SUGuest,-69,5.62,12,1732307161.3176928
L047,9C:8C:D8:CB:9E:20,SABANCIUNIV,-85,2.412,11,1732307161.3176928
L047,9C:8C:D8:CB:9E:21,eduroam,-84,2.412,11,1732307161.3176928
L047,9C:8C:D8:CB:9E:22,SUGuest,-84,2.412,11,1732307161.3176928
L047,9C:8C:D8:CB:9E:23,SU-IoT,-85,2.412,11,1732307161.3176928
L047,B4:5D:50:29:76:70,SABANCIUNIV,-82,5.3,12,1732307161.3176928
L047,B4:5D:50:29:76:71,eduroam,-82,5.3,12,1732307161.3176928
L047,B4:5D:50:29:76:72,SUGuest,-83,5.3,12,1732307161.3176928
L047,B4:5D:50:1F:D0:B1,eduroam,-91,5.56,12,1732307161.3176928
L047,B4:5D:50:42:8E:50,SABANCIUNIV,-57,5.18,12,1732307165.6291144
L047,B4:5D:50:42:8E:52,SUGuest,-71,5.18,12,1732307165.6291144
L047,B4:5D:50:42:8E:51,eduroam,-70,5.18,12,1732307165.6291144
L047,B4:5D:50:42:8E:40,SABANCIUNIV,-67,2.412,11,1732307165.6291144
L047,B4:5D:50:42:8E:42,SUGuest,-67,2.412,11,1732307165.6291144
L047,B4:5D:50:42:8E:41,eduroam,-67,2.412,11,1732307165.6291144
L047,B4:5D:50:42:8E:43,SU-IoT,-67,2.412,11,1732307165.6291144
L047,B4:5D:50:29:76:62,SUGuest,-69,2.462,11,1732307165.6291144
L047,B4:5D:50:29:76:63,SU-IoT,-69,2.462,11,1732307165.6291144
L047,B4:5D:50:29:76:61,eduroam,-68,2.462,11,1732307165.6291144
L047,B4:5D:50:29:76:60,SABANCIUNIV,-68,2.462,11,1732307165.6291144
L047,B4:5D:50:29:8B:60,SABANCIUNIV,-71,2.437,11,1732307165.6291144
L047,B4:5D:50:29:8B:61,eduroam,-79,2.437,11,1732307165.6291144
L047,B4:5D:50:29:8B:62,SUGuest,-80,2.437,11,1732307165.6291144
L047,B4:5D:50:29:8B:63,SU-IoT,-80,2.437,11,1732307165.6291144
L047,B4:5D:50:29:8B:70,SABANCIUNIV,-84,5.3,12,1732307165.6291144
L047,B4:5D:50:29:8B:72,SUGuest,-85,5.3,12,1732307165.6291144
L047,B4:5D:50:29:8B:71,eduroam,-69,5.3,12,1732307165.6291144
L047,B4:5D:50:1F:D0:B0,SABANCIUNIV,-91,5.56,12,1732307165.6291144
L047,B4:5D:50:42:7B:80,SABANCIUNIV,-76,2.462,11,1732307165.6291144
L047,B4:5D:50:42:7B:83,SU-IoT,-75,2.462,11,1732307165.6291144
L047,B4:5D:50:42:7B:81,eduroam,-75,2.462,11,1732307165.6291144
L047,B4:5D:50:1F:D0:B2,SUGuest,-91,5.56,12,1732307165.6291144
L047,B4:5D:50:42:7B:90,SABANCIUNIV,-88,5.62,12,1732307165.6291144
L047,B4:5D:50:42:7B:91,eduroam,-88,5.62,12,1732307165.6291144
L047,B4:5D:50:42:7B:92,SUGuest,-89,5.62,12,1732307165.6291144
L047,9C:8C:D8:CB:9E:20,SABANCIUNIV,-85,2.412,11,1732307165.6291144
L047,9C:8C:D8:CB:9E:21,eduroam,-84,2.412,11,1732307165.6291144
L047,9C:8C:D8:CB:9E:22,SUGuest,-84,2.412,11,1732307165.6291144
L047,9C:8C:D8:CB:9E:23,SU-IoT,-85,2.412,11,1732307165.6291144
L047,B4:5D:50:29:76:70,SABANCIUNIV,-71,5.3,12,1732307165.6291144
L047,B4:5D:50:29:76:71,eduroam,-82,5.3,12,1732307165.6291144
L047,B4:5D:50:29:76:72,SUGuest,-71,5.3,12,1732307165.6291144
L047,B4:5D:50:1F:D0:B1,eduroam,-91,5.56,12,1732307165.6291144
L047,B4:5D:50:42:7B:82,SUGuest,-75,2.462,11,1732307165.6291144
L047,B4:5D:50:42:8E:50,SABANCIUNIV,-55,5.18,12,1732307169.9415212
L047,B4:5D:50:42:8E:52,SUGuest,-71,5.18,12,1732307169.9415212
L047,B4:5D:50:42:8E:51,eduroam,-59,5.18,12,1732307169.9415212
L047,B4:5D:50:42:8E:40,SABANCIUNIV,-68,2.412,11,1732307169.9415212
L047,B4:5D:50:42:8E:42,SUGuest,-68,2.412,11,1732307169.9415212
L047,B4:5D:50:42:8E:41,eduroam,-68,2.412,11,1732307169.9415212
L047,B4:5D:50:42:8E:43,SU-IoT,-68,2.412,11,1732307169.9415212
L047,B4:5D:50:29:76:62,SUGuest,-64,2.462,11,1732307169.9415212
L047,B4:5D:50:29:76:63,SU-IoT,-64,2.462,11,1732307169.9415212
L047,B4:5D:50:29:76:61,eduroam,-64,2.462,11,1732307169.9415212
L047,B4:5D:50:29:76:60,SABANCIUNIV,-64,2.462,11,1732307169.9415212
L047,B4:5D:50:29:8B:60,SABANCIUNIV,-74,2.437,11,1732307169.9415212
L047,B4:5D:50:29:8B:61,eduroam,-74,2.437,11,1732307169.9415212
L047,B4:5D:50:29:8B:62,SUGuest,-74,2.437,11,1732307169.9415212
L047,B4:5D:50:29:8B:63,SU-IoT,-74,2.437,11,1732307169.9415212
L047,B4:5D:50:29:8B:70,SABANCIUNIV,-85,5.3,12,1732307169.9415212
L047,B4:5D:50:29:8B:72,SUGuest,-71,5.3,12,1732307169.9415212
L047,B4:5D:50:29:8B:71,eduroam,-73,5.3,12,1732307169.9415212
L047,B4:5D:50:1F:D0:B0,SABANCIUNIV,-79,5.56,12,1732307169.9415212
L047,B4:5D:50:42:7B:80,SABANCIUNIV,-76,2.462,11,1732307169.9415212
L047,B4:5D:50:42:7B:83,SU-IoT,-78,2.462,11,1732307169.9415212
L047,B4:5D:50:42:7B:81,eduroam,-75,2.462,11,1732307169.9415212
L047,B4:5D:50:1F:D0:B2,SUGuest,-91,5.56,12,1732307169.9415212
L047,B4:5D:50:42:7B:90,SABANCIUNIV,-85,5.62,12,1732307169.9415212
L047,B4:5D:50:42:7B:91,eduroam,-71,5.62,12,1732307169.9415212
L047,B4:5D:50:42:7B:92,SUGuest,-84,5.62,12,1732307169.9415212
L047,9C:8C:D8:CB:9E:20,SABANCIUNIV,-85,2.412,11,1732307169.9415212
L047,9C:8C:D8:CB:9E:21,eduroam,-84,2.412,11,1732307169.9415212
L047,9C:8C:D8:CB:9E:22,SUGuest,-84,2.412,11,1732307169.9415212
L047,9C:8C:D8:CB:9E:23,SU-IoT,-85,2.412,11,1732307169.9415212
L047,B4:5D:50:29:76:70,SABANCIUNIV,-76,5.3,12,1732307169.9415212
L047,B4:5D:50:29:76:71,eduroam,-75,5.3,12,1732307169.9415212
L047,B4:5D:50:29:76:72,SUGuest,-75,5.3,12,1732307169.9415212
L047,B4:5D:50:1F:D0:B1,eduroam,-79,5.56,12,1732307169.9415212
L047,B4:5D:50:42:7B:82,SUGuest,-75,2.462,11,1732307169.9415212
L047,B4:5D:50:42:8E:50,SABANCIUNIV,-65,5.18,12,1732307174.2452044
L047,B4:5D:50:42:8E:52,SUGuest,-60,5.18,12,1732307174.2452044
L047,B4:5D:50:42:8E:51,eduroam,-60,5.18,12,1732307174.2452044
L047,B4:5D:50:42:8E:40,SABANCIUNIV,-62,2.412,11,1732307174.2452044
L047,B4:5D:50:42:8E:42,SUGuest,-62,2.412,11,1732307174.2452044
L047,B4:5D:50:42:8E:41,eduroam,-62,2.412,11,1732307174.2452044
L047,B4:5D:50:42:8E:43,SU-IoT,-62,2.412,11,1732307174.2452044
L047,B4:5D:50:29:76:62,SUGuest,-65,2.462,11,1732307174.2452044
L047,B4:5D:50:29:76:63,SU-IoT,-65,2.462,11,1732307174.2452044
L047,B4:5D:50:29:76:61,eduroam,-65,2.462,11,1732307174.2452044
L047,B4:5D:50:29:76:60,SABANCIUNIV,-65,2.462,11,1732307174.2452044
L047,B4:5D:50:29:8B:60,SABANCIUNIV,-71,2.437,11,1732307174.2452044
L047,B4:5D:50:29:8B:61,eduroam,-72,2.437,11,1732307174.2452044
L047,B4:5D:50:29:8B:62,SUGuest,-71,2.437,11,1732307174.2452044
L047,B4:5D:50:29:8B:63,SU-IoT,-71,2.437,11,1732307174.2452044
L047,B4:5D:50:29:8B:70,SABANCIUNIV,-87,5.3,12,1732307174.2452044
L047,B4:5D:50:29:8B:72,SUGuest,-87,5.3,12,1732307174.2452044
L047,B4:5D:50:29:8B:71,eduroam,-73,5.3,12,1732307174.2452044
L047,B4:5D:50:1F:D0:B0,SABANCIUNIV,-80,5.56,12,1732307174.2452044
L047,B4:5D:50:42:7B:80,SABANCIUNIV,-76,2.462,11,1732307174.2452044
L047,B4:5D:50:42:7B:83,SU-IoT,-78,2.462,11,1732307174.2452044
L047,B4:5D:50:42:7B:81,eduroam,-75,2.462,11,1732307174.2452044
L047,B4:5D:50:1F:D0:B2,SUGuest,-80,5.56,12,1732307174.2452044
L047,B4:5D:50:42:7B:90,SABANCIUNIV,-87,5.62,12,1732307174.2452044
L047,B4:5D:50:42:7B:91,eduroam,-88,5.62,12,1732307174.2452044
L047,B4:5D:50:42:7B:92,SUGuest,-87,5.62,12,1732307174.2452044
L047,9C:8C:D8:CB:9E:20,SABANCIUNIV,-85,2.412,11,1732307174.2452044
L047,9C:8C:D8:CB:9E:21,eduroam,-84,2.412,11,1732307174.2452044
L047,9C:8C:D8:CB:9E:22,SUGuest,-84,2.412,11,1732307174.2452044
L047,9C:8C:D8:CB:9E:23,SU-IoT,-85,2.412,11,1732307174.2452044
L047,B4:5D:50:29:76:70,SABANCIUNIV,-75,5.3,12,1732307174.2452044
L047,B4:5D:50:29:76:71,eduroam,-76,5.3,12,1732307174.2452044
L047,B4:5D:50:29:76:72,SUGuest,-76,5.3,12,1732307174.2452044
L047,B4:5D:50:1F:D0:B1,eduroam,-80,5.56,12,1732307174.2452044
L047,B4:5D:50:42:7B:82,SUGuest,-75,2.462,11,1732307174.2452044
L047,B4:5D:50:42:8E:50,SABANCIUNIV,-67,5.18,12,1732307178.4530778
L047,B4:5D:50:42:8E:52,SUGuest,-75,5.18,12,1732307178.4530778
L047,B4:5D:50:42:8E:51,eduroam,-75,5.18,12,1732307178.4530778
L047,B4:5D:50:42:8E:40,SABANCIUNIV,-71,2.412,11,1732307178.4530778
L047,B4:5D:50:42:8E:42,SUGuest,-71,2.412,11,1732307178.4530778
L047,B4:5D:50:42:8E:41,eduroam,-72,2.412,11,1732307178.4530778
L047,B4:5D:50:42:8E:43,SU-IoT,-71,2.412,11,1732307178.4530778
L047,B4:5D:50:29:76:62,SUGuest,-72,2.462,11,1732307178.4530778
L047,B4:5D:50:29:76:63,SU-IoT,-71,2.462,11,1732307178.4530778
L047,B4:5D:50:29:76:61,eduroam,-71,2.462,11,1732307178.4530778
L047,B4:5D:50:29:76:60,SABANCIUNIV,-71,2.462,11,1732307178.4530778
L047,B4:5D:50:29:8B:60,SABANCIUNIV,-73,2.437,11,1732307178.4530778
L047,B4:5D:50:29:8B:61,eduroam,-73,2.437,11,1732307178.4530778
L047,B4:5D:50:29:8B:62,SUGuest,-73,2.437,11,1732307178.4530778
L047,B4:5D:50:29:8B:63,SU-IoT,-73,2.437,11,1732307178.4530778
L047,B4:5D:50:29:8B:70,SABANCIUNIV,-84,5.3,12,1732307178.4530778
L047,B4:5D:50:29:8B:72,SUGuest,-69,5.3,12,1732307178.4530778
L047,B4:5D:50:29:8B:71,eduroam,-69,5.3,12,1732307178.4530778
L047,B4:5D:50:1F:D0:B0,SABANCIUNIV,-80,5.56,12,1732307178.4530778
L047,B4:5D:50:42:7B:80,SABANCIUNIV,-76,2.462,11,1732307178.4530778
L047,B4:5D:50:42:7B:83,SU-IoT,-78,2.462,11,1732307178.4530778
L047,B4:5D:50:42:7B:81,eduroam,-82,2.462,11,1732307178.4530778
L047,B4:5D:50:1F:D0:B2,SUGuest,-80,5.56,12,1732307178.4530778
L047,B4:5D:50:42:7B:90,SABANCIUNIV,-87,5.62,12,1732307178.4530778
L047,B4:5D:50:42:7B:91,eduroam,-87,5.62,12,1732307178.4530778
L047,B4:5D:50:42:7B:92,SUGuest,-87,5.62,12,1732307178.4530778
L047,9C:8C:D8:CB:9E:20,SABANCIUNIV,-85,2.412,11,1732307178.4530778
L047,9C:8C:D8:CB:9E:21,eduroam,-84,2.412,11,1732307178.4530778
L047,9C:8C:D8:CB:9E:22,SUGuest,-84,2.412,11,1732307178.4530778
L047,9C:8C:D8:CB:9E:23,SU-IoT,-85,2.412,11,1732307178.4530778
L047,B4:5D:50:29:76:70,SABANCIUNIV,-78,5.3,12,1732307178.4530778
L047,B4:5D:50:29:76:71,eduroam,-77,5.3,12,1732307178.4530778
L047,B4:5D:50:29:76:72,SUGuest,-77,5.3,12,1732307178.4530778
L047,B4:5D:50:1F:D0:B1,eduroam,-80,5.56,12,1732307178.4530778
L047,B4:5D:50:42:7B:82,SUGuest,-75,2.462,11,1732307178.4530778
L047,B4:5D:50:42:8E:50,SABANCIUNIV,-66,5.18,12,1732307182.6649795
L047,B4:5D:50:42:8E:52,SUGuest,-66,5.18,12,1732307182.6649795
L047,B4:5D:50:42:8E:51,eduroam,-68,5.18,12,1732307182.6649795
L047,B4:5D:50:42:8E:40,SABANCIUNIV,-71,2.412,11,1732307182.6649795
L047,B4:5D:50:42:8E:42,SUGuest,-71,2.412,11,1732307182.6649795
L047,B4:5D:50:42:8E:41,eduroam,-72,2.412,11,1732307182.6649795
L047,B4:5D:50:42:8E:43,SU-IoT,-71,2.412,11,1732307182.6649795
L047,B4:5D:50:29:76:62,SUGuest,-68,2.462,11,1732307182.6649795
L047,B4:5D:50:29:76:63,SU-IoT,-69,2.462,11,1732307182.6649795
L047,B4:5D:50:29:76:61,eduroam,-68,2.462,11,1732307182.6649795
L047,B4:5D:50:29:76:60,SABANCIUNIV,-69,2.462,11,1732307182.6649795
L047,B4:5D:50:29:8B:60,SABANCIUNIV,-74,2.437,11,1732307182.6649795
L047,B4:5D:50:29:8B:61,eduroam,-74,2.437,11,1732307182.6649795
L047,B4:5D:50:29:8B:62,SUGuest,-75,2.437,11,1732307182.6649795
L047,B4:5D:50:29:8B:63,SU-IoT,-74,2.437,11,1732307182.6649795
L047,B4:5D:50:29:8B:70,SABANCIUNIV,-82,5.3,12,1732307182.6649795
L047,B4:5D:50:29:8B:72,SUGuest,-82,5.3,12,1732307182.6649795
L047,B4:5D:50:29:8B:71,eduroam,-71,5.3,12,1732307182.6649795
L047,B4:5D:50:1F:D0:B0,SABANCIUNIV,-80,5.56,12,1732307182.6649795
L047,B4:5D:50:42:7B:80,SABANCIUNIV,-71,2.462,11,1732307182.6649795
L047,B4:5D:50:42:7B:83,SU-IoT,-72,2.462,11,1732307182.6649795
L047,B4:5D:50:42:7B:81,eduroam,-82,2.462,11,1732307182.6649795
L047,B4:5D:50:1F:D0:B2,SUGuest,-80,5.56,12,1732307182.6649795
L047,B4:5D:50:42:7B:90,SABANCIUNIV,-80,5.62,12,1732307182.6649795
L047,B4:5D:50:42:7B:91,eduroam,-72,5.62,12,1732307182.6649795
L047,B4:5D:50:42:7B:92,SUGuest,-80,5.62,12,1732307182.6649795
L047,9C:8C:D8:CB:9E:20,SABANCIUNIV,-85,2.412,11,1732307182.6649795
L047,9C:8C:D8:CB:9E:21,eduroam,-84,2.412,11,1732307182.6649795
L047,9C:8C:D8:CB:9E:22,SUGuest,-84,2.412,11,1732307182.6649795
L047,9C:8C:D8:CB:9E:23,SU-IoT,-85,2.412,11,1732307182.6649795
L047,B4:5D:50:29:76:70,SABANCIUNIV,-75,5.3,12,1732307182.6649795
L047,B4:5D:50:29:76:71,eduroam,-76,5.3,12,1732307182.6649795
L047,B4:5D:50:29:76:72,SUGuest,-75,5.3,12,1732307182.6649795
L047,B4:5D:50:1F:D0:B1,eduroam,-80,5.56,12,1732307182.6649795
L047,B4:5D:50:42:7B:82,SUGuest,-72,2.462,11,1732307182.6649795
L047,B4:5D:50:29:96:30,SABANCIUNIV,-93,5.52,12,1732307182.6649795
L047,B4:5D:50:29:96:31,eduroam,-92,5.52,12,1732307182.6649795
L047,B4:5D:50:29:96:32,SUGuest,-92,5.52,12,1732307182.6649795
L047,B4:5D:50:42:8E:50,SABANCIUNIV,-63,5.18,12,1732307186.8803585
L047,B4:5D:50:42:8E:52,SUGuest,-69,5.18,12,1732307186.8803585
L047,B4:5D:50:42:8E:51,eduroam,-60,5.18,12,1732307186.8803585
L047,B4:5D:50:42:8E:40,SABANCIUNIV,-76,2.412,11,1732307186.8803585
L047,B4:5D:50:42:8E:42,SUGuest,-76,2.412,11,1732307186.8803585
L047,B4:5D:50:42:8E:41,eduroam,-76,2.412,11,1732307186.8803585
