Room,Address,ESSID,Signal Level,Frequency,Bit Rate,Timestamp
L056,B4:5D:50:42:8E:50,SABANCIUNIV,-85,5.18,12,1732304253.75522
L056,B4:5D:50:42:8E:52,SUGuest,-86,5.18,12,1732304253.75522
L056,B4:5D:50:1F:D0:B0,SABANCIUNIV,-75,5.56,12,1732304253.75522
L056,B4:5D:50:42:8E:40,SABANCIUNIV,-82,2.412,11,1732304253.75522
L056,B4:5D:50:42:8E:41,eduroam,-82,2.412,11,1732304253.75522
L056,B4:5D:50:42:8E:43,SU-IoT,-83,2.412,11,1732304253.75522
L056,B4:5D:50:1F:D0:A2,SUGuest,-76,2.437,11,1732304253.75522
L056,B4:5D:50:1F:D0:A1,eduroam,-76,2.437,11,1732304253.75522
L056,B4:5D:50:1F:D0:A0,SABANCIUNIV,-76,2.437,11,1732304253.75522
L056,B4:5D:50:1F:D0:A3,SU-IoT,-76,2.437,11,1732304253.75522
L056,B4:5D:50:42:8E:42,SUGuest,-82,2.412,11,1732304253.75522
L056,B4:5D:50:1F:D0:B1,eduroam,-81,5.56,12,1732304253.75522
L056,B4:5D:50:1F:D0:B2,SUGuest,-71,5.56,12,1732304253.75522
L056,B4:5D:50:42:8E:50,SABANCIUNIV,-79,5.18,12,1732304257.95046
L056,B4:5D:50:42:8E:52,SUGuest,-86,5.18,12,1732304257.95046
L056,B4:5D:50:1F:D0:B0,SABANCIUNIV,-77,5.56,12,1732304257.95046
L056,B4:5D:50:42:8E:40,SABANCIUNIV,-81,2.412,11,1732304257.95046
L056,B4:5D:50:42:8E:41,eduroam,-81,2.412,11,1732304257.95046
L056,B4:5D:50:42:8E:43,SU-IoT,-81,2.412,11,1732304257.95046
L056,B4:5D:50:1F:D0:A2,SUGuest,-78,2.437,11,1732304257.95046
L056,B4:5D:50:1F:D0:A1,eduroam,-79,2.437,11,1732304257.95046
L056,B4:5D:50:1F:D0:A0,SABANCIUNIV,-78,2.437,11,1732304257.95046
L056,B4:5D:50:1F:D0:A3,SU-IoT,-79,2.437,11,1732304257.95046
L056,B4:5D:50:42:8E:42,SUGuest,-80,2.412,11,1732304257.95046
L056,B4:5D:50:1F:D0:B1,eduroam,-81,5.56,12,1732304257.95046
L056,B4:5D:50:1F:D0:B2,SUGuest,-68,5.56,12,1732304257.95046
L056,B4:5D:50:42:8E:51,eduroam,-79,5.18,12,1732304257.95046
L056,B4:5D:50:42:8E:50,SABANCIUNIV,-82,5.18,12,1732304262.14178
L056,B4:5D:50:42:8E:52,SUGuest,-86,5.18,12,1732304262.14178
