Room,Address,ESSID,Signal Level,Frequency,Bit Rate,Timestamp
L035,9C:8C:D8:CB:9E:20,SABANCIUNIV,-50,2.412,11,1732312403.6897867
L035,9C:8C:D8:CB:9E:21,eduroam,-50,2.412,11,1732312403.6897867
L035,9C:8C:D8:CB:9E:23,SU-IoT,-50,2.412,11,1732312403.6897867
L035,B4:5D:50:1F:CF:40,SABANCIUNIV,-72,2.462,11,1732312403.6897867
L035,B4:5D:50:1F:CF:41,eduroam,-72,2.462,11,1732312403.6897867
L035,B4:5D:50:1F:CF:42,SUGuest,-72,2.462,11,1732312403.6897867
L035,B4:5D:50:1F:CF:43,SU-IoT,-73,2.462,11,1732312403.6897867
L035,B4:5D:50:1F:CF:50,SABANCIUNIV,-75,5.32,12,1732312403.6897867
L035,B4:5D:50:1F:CF:51,eduroam,-74,5.32,12,1732312403.6897867
L035,B4:5D:50:1F:CF:52,SUGuest,-74,5.32,12,1732312403.6897867
L035,9C:8C:D8:CB:9E:30,SABANCIUNIV,-58,5.52,12,1732312403.6897867
L035,9C:8C:D8:CB:9E:31,eduroam,-45,5.52,12,1732312403.6897867
L035,9C:8C:D8:CB:9E:32,SUGuest,-45,5.52,12,1732312403.6897867
L035,9C:8C:D8:CB:9E:22,SUGuest,-50,2.412,11,1732312403.6897867
L035,B4:5D:50:42:7C:00,SABANCIUNIV,-78,2.437,11,1732312403.6897867
L035,9C:1C:12:06:40:91,eduroam,-89,5.56,12,1732312403.6897867
L035,9C:1C:12:06:40:92,SUGuest,-90,5.56,12,1732312403.6897867
L035,B4:5D:50:29:8B:60,SABANCIUNIV,-70,2.437,11,1732312403.6897867
L035,B4:5D:50:29:8B:61,eduroam,-70,2.437,11,1732312403.6897867
L035,B4:5D:50:29:8B:62,SUGuest,-70,2.437,11,1732312403.6897867
L035,B4:5D:50:29:8B:63,SU-IoT,-70,2.437,11,1732312403.6897867
L035,B4:5D:50:29:76:60,SABANCIUNIV,-81,2.462,11,1732312403.6897867
L035,B4:5D:50:29:76:61,eduroam,-80,2.462,11,1732312403.6897867
L035,B4:5D:50:29:76:62,SUGuest,-80,2.462,11,1732312403.6897867
L035,B4:5D:50:29:8B:70,SABANCIUNIV,-80,5.3,12,1732312403.6897867
L035,B4:5D:50:29:8B:71,eduroam,-72,5.3,12,1732312403.6897867
L035,B4:5D:50:29:8B:72,SUGuest,-72,5.3,12,1732312403.6897867
L035,9C:8C:D8:CB:9E:20,SABANCIUNIV,-67,2.412,11,1732312407.9013057
L035,9C:8C:D8:CB:9E:21,eduroam,-67,2.412,11,1732312407.9013057
L035,9C:8C:D8:CB:9E:23,SU-IoT,-67,2.412,11,1732312407.9013057
L035,B4:5D:50:1F:CF:40,SABANCIUNIV,-72,2.462,11,1732312407.9013057
L035,B4:5D:50:1F:CF:41,eduroam,-72,2.462,11,1732312407.9013057
L035,B4:5D:50:1F:CF:42,SUGuest,-72,2.462,11,1732312407.9013057
L035,B4:5D:50:1F:CF:43,SU-IoT,-73,2.462,11,1732312407.9013057
L035,B4:5D:50:1F:CF:50,SABANCIUNIV,-90,5.32,12,1732312407.9013057
L035,B4:5D:50:1F:CF:51,eduroam,-90,5.32,12,1732312407.9013057
L035,B4:5D:50:1F:CF:52,SUGuest,-91,5.32,12,1732312407.9013057
L035,9C:8C:D8:CB:9E:30,SABANCIUNIV,-63,5.52,12,1732312407.9013057
L035,9C:8C:D8:CB:9E:31,eduroam,-61,5.52,12,1732312407.9013057
L035,9C:8C:D8:CB:9E:32,SUGuest,-61,5.52,12,1732312407.9013057
L035,9C:8C:D8:CB:9E:22,SUGuest,-67,2.412,11,1732312407.9013057
L035,B4:5D:50:29:8B:60,SABANCIUNIV,-73,2.437,11,1732312407.9013057
L035,B4:5D:50:29:8B:61,eduroam,-73,2.437,11,1732312407.9013057
L035,B4:5D:50:29:8B:62,SUGuest,-73,2.437,11,1732312407.9013057
L035,B4:5D:50:29:8B:63,SU-IoT,-73,2.437,11,1732312407.9013057
L035,B4:5D:50:29:76:60,SABANCIUNIV,-77,2.462,11,1732312407.9013057
L035,B4:5D:50:29:76:61,eduroam,-77,2.462,11,1732312407.9013057
L035,B4:5D:50:29:76:62,SUGuest,-77,2.462,11,1732312407.9013057
L035,B4:5D:50:29:8B:70,SABANCIUNIV,-84,5.3,12,1732312407.9013057
L035,B4:5D:50:29:8B:71,eduroam,-69,5.3,12,1732312407.9013057
L035,B4:5D:50:29:8B:72,SUGuest,-69,5.3,12,1732312407.9013057
L035,B4:5D:50:29:76:63,SU-IoT,-77,2.462,11,1732312407.9013057
L035,B4:5D:50:29:76:71,eduroam,-85,5.3,12,1732312407.9013057
L035,B4:5D:50:29:76:72,SUGuest,-84,5.3,12,1732312407.9013057
L035,9C:8C:D8:CB:9E:20,SABANCIUNIV,-69,2.412,11,1732312412.1109512
L035,9C:8C:D8:CB:9E:21,eduroam,-69,2.412,11,1732312412.1109512
L035,9C:8C:D8:CB:9E:23,SU-IoT,-69,2.412,11,1732312412.1109512
L035,B4:5D:50:1F:CF:40,SABANCIUNIV,-72,2.462,11,1732312412.1109512
L035,B4:5D:50:1F:CF:41,eduroam,-72,2.462,11,1732312412.1109512
L035,B4:5D:50:1F:CF:42,SUGuest,-72,2.462,11,1732312412.1109512
L035,B4:5D:50:1F:CF:43,SU-IoT,-73,2.462,11,1732312412.1109512
L035,B4:5D:50:1F:CF:50,SABANCIUNIV,-90,5.32,12,1732312412.1109512
L035,B4:5D:50:1F:CF:51,eduroam,-90,5.32,12,1732312412.1109512
L035,B4:5D:50:1F:CF:52,SUGuest,-91,5.32,12,1732312412.1109512
L035,9C:8C:D8:CB:9E:30,SABANCIUNIV,-65,5.52,12,1732312412.1109512
L035,9C:8C:D8:CB:9E:31,eduroam,-61,5.52,12,1732312412.1109512
L035,9C:8C:D8:CB:9E:32,SUGuest,-68,5.52,12,1732312412.1109512
L035,9C:8C:D8:CB:9E:22,SUGuest,-69,2.412,11,1732312412.1109512
L035,B4:5D:50:29:8B:60,SABANCIUNIV,-77,2.437,11,1732312412.1109512
L035,B4:5D:50:29:8B:61,eduroam,-79,2.437,11,1732312412.1109512
L035,B4:5D:50:29:8B:62,SUGuest,-79,2.437,11,1732312412.1109512
L035,B4:5D:50:29:8B:63,SU-IoT,-79,2.437,11,1732312412.1109512
L035,B4:5D:50:29:76:60,SABANCIUNIV,-83,2.462,11,1732312412.1109512
L035,B4:5D:50:29:76:61,eduroam,-82,2.462,11,1732312412.1109512
L035,B4:5D:50:29:76:62,SUGuest,-83,2.462,11,1732312412.1109512
L035,B4:5D:50:29:8B:70,SABANCIUNIV,-86,5.3,12,1732312412.1109512
L035,B4:5D:50:29:8B:71,eduroam,-71,5.3,12,1732312412.1109512
L035,B4:5D:50:29:8B:72,SUGuest,-86,5.3,12,1732312412.1109512
L035,B4:5D:50:29:76:63,SU-IoT,-82,2.462,11,1732312412.1109512
L035,B4:5D:50:29:76:71,eduroam,-85,5.3,12,1732312412.1109512
L035,B4:5D:50:29:76:72,SUGuest,-84,5.3,12,1732312412.1109512
L035,9C:8C:D8:CB:9E:20,SABANCIUNIV,-78,2.412,11,1732312416.3224962
L035,9C:8C:D8:CB:9E:21,eduroam,-78,2.412,11,1732312416.3224962
L035,9C:8C:D8:CB:9E:23,SU-IoT,-78,2.412,11,1732312416.3224962
L035,B4:5D:50:1F:CF:40,SABANCIUNIV,-79,2.462,11,1732312416.3224962
L035,B4:5D:50:1F:CF:41,eduroam,-79,2.462,11,1732312416.3224962
L035,B4:5D:50:1F:CF:42,SUGuest,-79,2.462,11,1732312416.3224962
L035,B4:5D:50:1F:CF:43,SU-IoT,-79,2.462,11,1732312416.3224962
L035,B4:5D:50:1F:CF:50,SABANCIUNIV,-87,5.32,12,1732312416.3224962
L035,B4:5D:50:1F:CF:51,eduroam,-88,5.32,12,1732312416.3224962
L035,B4:5D:50:1F:CF:52,SUGuest,-88,5.32,12,1732312416.3224962
L035,9C:8C:D8:CB:9E:30,SABANCIUNIV,-64,5.52,12,1732312416.3224962
L035,9C:8C:D8:CB:9E:31,eduroam,-66,5.52,12,1732312416.3224962
L035,9C:8C:D8:CB:9E:32,SUGuest,-68,5.52,12,1732312416.3224962
L035,9C:8C:D8:CB:9E:22,SUGuest,-78,2.412,11,1732312416.3224962
L035,B4:5D:50:29:8B:60,SABANCIUNIV,-77,2.437,11,1732312416.3224962
L035,B4:5D:50:29:8B:61,eduroam,-77,2.437,11,1732312416.3224962
L035,B4:5D:50:29:8B:62,SUGuest,-78,2.437,11,1732312416.3224962
L035,B4:5D:50:29:8B:63,SU-IoT,-77,2.437,11,1732312416.3224962
L035,B4:5D:50:29:76:60,SABANCIUNIV,-78,2.462,11,1732312416.3224962
L035,B4:5D:50:29:76:61,eduroam,-82,2.462,11,1732312416.3224962
L035,B4:5D:50:29:76:62,SUGuest,-83,2.462,11,1732312416.3224962
L035,B4:5D:50:29:8B:70,SABANCIUNIV,-78,5.3,12,1732312416.3224962
L035,B4:5D:50:29:8B:71,eduroam,-69,5.3,12,1732312416.3224962
L035,B4:5D:50:29:8B:72,SUGuest,-70,5.3,12,1732312416.3224962
