Room,Address,ESSID,Signal Level,Frequency,Bit Rate,Timestamp
L045,B4:5D:50:42:8E:40,SABANCIUNIV,-77,2.412,11,1732308043.3271513
L045,B4:5D:50:42:8E:42,SUGuest,-77,2.412,11,1732308043.3271513
L045,B4:5D:50:42:8E:41,eduroam,-78,2.412,11,1732308043.3271513
L045,B4:5D:50:42:8E:43,SU-IoT,-78,2.412,11,1732308043.3271513
L045,B4:5D:50:29:76:62,SUGuest,-53,2.462,11,1732308043.3271513
L045,B4:5D:50:29:76:63,SU-IoT,-53,2.462,11,1732308043.3271513
L045,B4:5D:50:29:76:61,eduroam,-53,2.462,11,1732308043.3271513
L045,B4:5D:50:29:76:60,SABANCIUNIV,-53,2.462,11,1732308043.3271513
L045,B4:5D:50:29:8B:60,SABANCIUNIV,-56,2.437,11,1732308043.3271513
L045,B4:5D:50:29:8B:61,eduroam,-56,2.437,11,1732308043.3271513
L045,B4:5D:50:29:8B:62,SUGuest,-55,2.437,11,1732308043.3271513
L045,B4:5D:50:29:8B:63,SU-IoT,-56,2.437,11,1732308043.3271513
L045,B4:5D:50:29:8B:70,SABANCIUNIV,-54,5.3,12,1732308043.3271513
L045,B4:5D:50:2D:71:21,eduroam,-82,2.412,11,1732308043.3271513
L045,9C:8C:D8:CB:9E:21,eduroam,-83,2.412,11,1732308043.3271513
L045,B4:5D:50:2D:71:20,SABANCIUNIV,-82,2.412,11,1732308043.3271513
L045,B4:5D:50:2D:71:22,SUGuest,-82,2.412,11,1732308043.3271513
L045,B4:5D:50:2D:71:23,SU-IoT,-82,2.412,11,1732308043.3271513
L045,B4:5D:50:42:8E:40,SABANCIUNIV,-77,2.412,11,1732308047.5297472
L045,B4:5D:50:42:8E:42,SUGuest,-77,2.412,11,1732308047.5297472
L045,B4:5D:50:42:8E:41,eduroam,-78,2.412,11,1732308047.5297472
L045,B4:5D:50:42:8E:43,SU-IoT,-78,2.412,11,1732308047.5297472
L045,B4:5D:50:29:76:62,SUGuest,-57,2.462,11,1732308047.5297472
L045,B4:5D:50:29:76:63,SU-IoT,-58,2.462,11,1732308047.5297472
L045,B4:5D:50:29:76:61,eduroam,-57,2.462,11,1732308047.5297472
L045,B4:5D:50:29:76:60,SABANCIUNIV,-57,2.462,11,1732308047.5297472
L045,B4:5D:50:29:8B:60,SABANCIUNIV,-58,2.437,11,1732308047.5297472
L045,B4:5D:50:29:8B:61,eduroam,-58,2.437,11,1732308047.5297472
L045,B4:5D:50:29:8B:62,SUGuest,-58,2.437,11,1732308047.5297472
L045,B4:5D:50:29:8B:63,SU-IoT,-59,2.437,11,1732308047.5297472
L045,B4:5D:50:29:8B:70,SABANCIUNIV,-45,5.3,12,1732308047.5297472
L045,B4:5D:50:2D:71:21,eduroam,-82,2.412,11,1732308047.5297472
L045,9C:8C:D8:CB:9E:21,eduroam,-83,2.412,11,1732308047.5297472
L045,B4:5D:50:2D:71:20,SABANCIUNIV,-82,2.412,11,1732308047.5297472
L045,B4:5D:50:2D:71:22,SUGuest,-82,2.412,11,1732308047.5297472
L045,B4:5D:50:2D:71:23,SU-IoT,-82,2.412,11,1732308047.5297472
L045,9C:8C:D8:CB:9E:23,SU-IoT,-79,2.412,11,1732308047.5297472
L045,B4:5D:50:42:8E:50,SABANCIUNIV,-93,5.18,12,1732308047.5297472
L045,B4:5D:50:42:8E:51,eduroam,-92,5.18,12,1732308047.5297472
L045,B4:5D:50:42:8E:52,SUGuest,-93,5.18,12,1732308047.5297472
L045,B4:5D:50:29:76:70,SABANCIUNIV,-42,5.3,12,1732308047.5297472
L045,B4:5D:50:29:76:71,eduroam,-42,5.3,12,1732308047.5297472
L045,B4:5D:50:29:76:72,SUGuest,-41,5.3,12,1732308047.5297472
L045,B4:5D:50:29:8B:72,SUGuest,-53,5.3,12,1732308047.5297472
L045,B4:5D:50:29:8B:71,eduroam,-53,5.3,12,1732308047.5297472
L045,9C:1C:12:FE:78:D0,SABANCIUNIV,-91,5.62,12,1732308047.5297472
L045,9C:1C:12:FE:78:D1,eduroam,-91,5.62,12,1732308047.5297472
L045,9C:1C:12:FE:78:D2,SUGuest,-92,5.62,12,1732308047.5297472
L045,B4:5D:50:42:8E:40,SABANCIUNIV,-77,2.412,11,1732308051.8238356
L045,B4:5D:50:42:8E:42,SUGuest,-77,2.412,11,1732308051.8238356
L045,B4:5D:50:42:8E:41,eduroam,-78,2.412,11,1732308051.8238356
L045,B4:5D:50:42:8E:43,SU-IoT,-78,2.412,11,1732308051.8238356
L045,B4:5D:50:29:76:62,SUGuest,-60,2.462,11,1732308051.8238356
L045,B4:5D:50:29:76:63,SU-IoT,-60,2.462,11,1732308051.8238356
L045,B4:5D:50:29:76:61,eduroam,-59,2.462,11,1732308051.8238356
L045,B4:5D:50:29:76:60,SABANCIUNIV,-59,2.462,11,1732308051.8238356
L045,B4:5D:50:29:8B:60,SABANCIUNIV,-52,2.437,11,1732308051.8238356
L045,B4:5D:50:29:8B:61,eduroam,-52,2.437,11,1732308051.8238356
L045,B4:5D:50:29:8B:62,SUGuest,-52,2.437,11,1732308051.8238356
L045,B4:5D:50:29:8B:63,SU-IoT,-52,2.437,11,1732308051.8238356
L045,B4:5D:50:29:8B:70,SABANCIUNIV,-39,5.3,12,1732308051.8238356
L045,B4:5D:50:2D:71:21,eduroam,-82,2.412,11,1732308051.8238356
L045,9C:8C:D8:CB:9E:21,eduroam,-83,2.412,11,1732308051.8238356
L045,B4:5D:50:2D:71:20,SABANCIUNIV,-82,2.412,11,1732308051.8238356
L045,B4:5D:50:2D:71:22,SUGuest,-82,2.412,11,1732308051.8238356
L045,B4:5D:50:2D:71:23,SU-IoT,-82,2.412,11,1732308051.8238356
L045,9C:8C:D8:CB:9E:23,SU-IoT,-79,2.412,11,1732308051.8238356
L045,B4:5D:50:42:8E:50,SABANCIUNIV,-93,5.18,12,1732308051.8238356
L045,B4:5D:50:42:8E:51,eduroam,-92,5.18,12,1732308051.8238356
L045,B4:5D:50:42:8E:52,SUGuest,-93,5.18,12,1732308051.8238356
L045,B4:5D:50:29:76:70,SABANCIUNIV,-50,5.3,12,1732308051.8238356
L045,B4:5D:50:29:76:71,eduroam,-42,5.3,12,1732308051.8238356
L045,B4:5D:50:29:76:72,SUGuest,-51,5.3,12,1732308051.8238356
L045,B4:5D:50:29:8B:72,SUGuest,-41,5.3,12,1732308051.8238356
L045,B4:5D:50:29:8B:71,eduroam,-42,5.3,12,1732308051.8238356
L045,9C:1C:12:FE:78:D0,SABANCIUNIV,-91,5.62,12,1732308051.8238356
L045,9C:1C:12:FE:78:D1,eduroam,-91,5.62,12,1732308051.8238356
L045,9C:1C:12:FE:78:D2,SUGuest,-92,5.62,12,1732308051.8238356
L045,9C:8C:D8:CB:9E:22,SUGuest,-81,2.412,11,1732308051.8238356
L045,B4:5D:50:42:8E:40,SABANCIUNIV,-79,2.412,11,1732308056.1213477
L045,B4:5D:50:42:8E:42,SUGuest,-78,2.412,11,1732308056.1213477
L045,B4:5D:50:42:8E:41,eduroam,-79,2.412,11,1732308056.1213477
L045,B4:5D:50:42:8E:43,SU-IoT,-79,2.412,11,1732308056.1213477
L045,B4:5D:50:29:76:62,SUGuest,-61,2.462,11,1732308056.1213477
L045,B4:5D:50:29:76:63,SU-IoT,-60,2.462,11,1732308056.1213477
L045,B4:5D:50:29:76:61,eduroam,-60,2.462,11,1732308056.1213477
L045,B4:5D:50:29:76:60,SABANCIUNIV,-60,2.462,11,1732308056.1213477
L045,B4:5D:50:29:8B:60,SABANCIUNIV,-46,2.437,11,1732308056.1213477
L045,B4:5D:50:29:8B:61,eduroam,-45,2.437,11,1732308056.1213477
L045,B4:5D:50:29:8B:62,SUGuest,-46,2.437,11,1732308056.1213477
L045,B4:5D:50:29:8B:63,SU-IoT,-46,2.437,11,1732308056.1213477
L045,B4:5D:50:29:8B:70,SABANCIUNIV,-43,5.3,12,1732308056.1213477
L045,B4:5D:50:2D:71:21,eduroam,-82,2.412,11,1732308056.1213477
L045,9C:8C:D8:CB:9E:21,eduroam,-76,2.412,11,1732308056.1213477
L045,B4:5D:50:2D:71:20,SABANCIUNIV,-82,2.412,11,1732308056.1213477
L045,B4:5D:50:2D:71:22,SUGuest,-82,2.412,11,1732308056.1213477
L045,B4:5D:50:2D:71:23,SU-IoT,-82,2.412,11,1732308056.1213477
L045,9C:8C:D8:CB:9E:23,SU-IoT,-77,2.412,11,1732308056.1213477
L045,B4:5D:50:42:8E:50,SABANCIUNIV,-93,5.18,12,1732308056.1213477
L045,B4:5D:50:42:8E:51,eduroam,-93,5.18,12,1732308056.1213477
L045,B4:5D:50:42:8E:52,SUGuest,-95,5.18,12,1732308056.1213477
L045,B4:5D:50:29:76:70,SABANCIUNIV,-48,5.3,12,1732308056.1213477
L045,B4:5D:50:29:76:71,eduroam,-48,5.3,12,1732308056.1213477
L045,B4:5D:50:29:76:72,SUGuest,-49,5.3,12,1732308056.1213477
L045,B4:5D:50:29:8B:72,SUGuest,-38,5.3,12,1732308056.1213477
L045,B4:5D:50:29:8B:71,eduroam,-38,5.3,12,1732308056.1213477
L045,9C:1C:12:FE:78:D0,SABANCIUNIV,-87,5.62,12,1732308056.1213477
L045,9C:1C:12:FE:78:D1,eduroam,-87,5.62,12,1732308056.1213477
L045,9C:1C:12:FE:78:D2,SUGuest,-87,5.62,12,1732308056.1213477
L045,9C:8C:D8:CB:9E:22,SUGuest,-77,2.412,11,1732308056.1213477
L045,9C:8C:D8:CB:9E:20,SABANCIUNIV,-76,2.412,11,1732308056.1213477
L045,B4:5D:50:42:8E:40,SABANCIUNIV,-79,2.412,11,1732308060.3159652
L045,B4:5D:50:42:8E:42,SUGuest,-78,2.412,11,1732308060.3159652
L045,B4:5D:50:42:8E:41,eduroam,-82,2.412,11,1732308060.3159652
L045,B4:5D:50:42:8E:43,SU-IoT,-79,2.412,11,1732308060.3159652
L045,B4:5D:50:29:76:62,SUGuest,-53,2.462,11,1732308060.3159652
L045,B4:5D:50:29:76:63,SU-IoT,-53,2.462,11,1732308060.3159652
L045,B4:5D:50:29:76:61,eduroam,-54,2.462,11,1732308060.3159652
L045,B4:5D:50:29:76:60,SABANCIUNIV,-53,2.462,11,1732308060.3159652
L045,B4:5D:50:29:8B:60,SABANCIUNIV,-56,2.437,11,1732308060.3159652
L045,B4:5D:50:29:8B:61,eduroam,-56,2.437,11,1732308060.3159652
L045,B4:5D:50:29:8B:62,SUGuest,-57,2.437,11,1732308060.3159652
L045,B4:5D:50:29:8B:63,SU-IoT,-57,2.437,11,1732308060.3159652
L045,B4:5D:50:29:8B:70,SABANCIUNIV,-50,5.3,12,1732308060.3159652
L045,B4:5D:50:2D:71:21,eduroam,-82,2.412,11,1732308060.3159652
L045,9C:8C:D8:CB:9E:21,eduroam,-77,2.412,11,1732308060.3159652
L045,B4:5D:50:2D:71:20,SABANCIUNIV,-82,2.412,11,1732308060.3159652
L045,B4:5D:50:2D:71:22,SUGuest,-82,2.412,11,1732308060.3159652
L045,B4:5D:50:2D:71:23,SU-IoT,-82,2.412,11,1732308060.3159652
L045,9C:8C:D8:CB:9E:23,SU-IoT,-77,2.412,11,1732308060.3159652
L045,B4:5D:50:42:8E:50,SABANCIUNIV,-90,5.18,12,1732308060.3159652
L045,B4:5D:50:42:8E:51,eduroam,-91,5.18,12,1732308060.3159652
L045,B4:5D:50:42:8E:52,SUGuest,-91,5.18,12,1732308060.3159652
L045,B4:5D:50:29:76:70,SABANCIUNIV,-39,5.3,12,1732308060.3159652
L045,B4:5D:50:29:76:71,eduroam,-39,5.3,12,1732308060.3159652
L045,B4:5D:50:29:76:72,SUGuest,-38,5.3,12,1732308060.3159652
L045,B4:5D:50:29:8B:72,SUGuest,-38,5.3,12,1732308060.3159652
L045,B4:5D:50:29:8B:71,eduroam,-48,5.3,12,1732308060.3159652
L045,9C:1C:12:FE:78:D0,SABANCIUNIV,-87,5.62,12,1732308060.3159652
L045,9C:1C:12:FE:78:D1,eduroam,-87,5.62,12,1732308060.3159652
L045,9C:1C:12:FE:78:D2,SUGuest,-87,5.62,12,1732308060.3159652
L045,9C:8C:D8:CB:9E:22,SUGuest,-74,2.412,11,1732308060.3159652
L045,9C:8C:D8:CB:9E:20,SABANCIUNIV,-76,2.412,11,1732308060.3159652
L045,B4:5D:50:42:8E:40,SABANCIUNIV,-75,2.412,11,1732308064.5158145
L045,B4:5D:50:42:8E:42,SUGuest,-75,2.412,11,1732308064.5158145
L045,B4:5D:50:42:8E:41,eduroam,-75,2.412,11,1732308064.5158145
L045,B4:5D:50:42:8E:43,SU-IoT,-75,2.412,11,1732308064.5158145
L045,B4:5D:50:29:76:62,SUGuest,-52,2.462,11,1732308064.5158145
L045,B4:5D:50:29:76:63,SU-IoT,-53,2.462,11,1732308064.5158145
L045,B4:5D:50:29:76:61,eduroam,-53,2.462,11,1732308064.5158145
L045,B4:5D:50:29:76:60,SABANCIUNIV,-52,2.462,11,1732308064.5158145
L045,B4:5D:50:29:8B:60,SABANCIUNIV,-70,2.437,11,1732308064.5158145
L045,B4:5D:50:29:8B:61,eduroam,-70,2.437,11,1732308064.5158145
L045,B4:5D:50:29:8B:62,SUGuest,-70,2.437,11,1732308064.5158145
L045,B4:5D:50:29:8B:63,SU-IoT,-70,2.437,11,1732308064.5158145
L045,B4:5D:50:29:8B:70,SABANCIUNIV,-53,5.3,12,1732308064.5158145
L045,B4:5D:50:2D:71:21,eduroam,-82,2.412,11,1732308064.5158145
L045,9C:8C:D8:CB:9E:21,eduroam,-79,2.412,11,1732308064.5158145
L045,B4:5D:50:2D:71:20,SABANCIUNIV,-82,2.412,11,1732308064.5158145
L045,B4:5D:50:2D:71:22,SUGuest,-82,2.412,11,1732308064.5158145
L045,B4:5D:50:2D:71:23,SU-IoT,-82,2.412,11,1732308064.5158145
L045,9C:8C:D8:CB:9E:23,SU-IoT,-78,2.412,11,1732308064.5158145
L045,B4:5D:50:42:8E:50,SABANCIUNIV,-91,5.18,12,1732308064.5158145
L045,B4:5D:50:42:8E:51,eduroam,-90,5.18,12,1732308064.5158145
L045,B4:5D:50:42:8E:52,SUGuest,-90,5.18,12,1732308064.5158145
L045,B4:5D:50:29:76:70,SABANCIUNIV,-49,5.3,12,1732308064.5158145
L045,B4:5D:50:29:76:71,eduroam,-49,5.3,12,1732308064.5158145
L045,B4:5D:50:29:76:72,SUGuest,-49,5.3,12,1732308064.5158145
L045,B4:5D:50:29:8B:72,SUGuest,-58,5.3,12,1732308064.5158145
L045,B4:5D:50:29:8B:71,eduroam,-48,5.3,12,1732308064.5158145
L045,9C:1C:12:FE:78:D0,SABANCIUNIV,-87,5.62,12,1732308064.5158145
L045,9C:1C:12:FE:78:D1,eduroam,-87,5.62,12,1732308064.5158145
