Room,Address,ESSID,Signal Level,Frequency,Bit Rate,Timestamp
L029,9C:8C:D8:CB:9E:20,SABANCIUNIV,-78,2.412,11,1732309914.7369506
L029,9C:8C:D8:CB:9E:21,eduroam,-78,2.412,11,1732309914.7369506
L029,9C:8C:D8:CB:9E:22,SUGuest,-78,2.412,11,1732309914.7369506
L029,9C:8C:D8:CB:9E:23,SU-IoT,-77,2.412,11,1732309914.7369506
L029,B4:5D:50:1F:CF:40,SABANCIUNIV,-64,2.462,11,1732309914.7369506
L029,B4:5D:50:1F:CF:41,eduroam,-48,2.462,11,1732309914.7369506
L029,B4:5D:50:1F:CF:42,SUGuest,-48,2.462,11,1732309914.7369506
L029,B4:5D:50:1F:CF:43,SU-IoT,-48,2.462,11,1732309914.7369506
L029,B4:5D:50:42:7C:00,SABANCIUNIV,-80,2.437,11,1732309914.7369506
L029,B4:5D:50:42:7C:01,eduroam,-80,2.437,11,1732309914.7369506
L029,B4:5D:50:42:7C:02,SUGuest,-80,2.437,11,1732309914.7369506
L029,B4:5D:50:42:7C:03,SU-IoT,-80,2.437,11,1732309914.7369506
L029,9C:8C:D8:CB:9E:20,SABANCIUNIV,-78,2.412,11,1732309918.9318712
L029,9C:8C:D8:CB:9E:21,eduroam,-82,2.412,11,1732309918.9318712
L029,9C:8C:D8:CB:9E:22,SUGuest,-83,2.412,11,1732309918.9318712
L029,9C:8C:D8:CB:9E:23,SU-IoT,-77,2.412,11,1732309918.9318712
L029,B4:5D:50:1F:CF:40,SABANCIUNIV,-75,2.462,11,1732309918.9318712
L029,B4:5D:50:1F:CF:41,eduroam,-66,2.462,11,1732309918.9318712
L029,B4:5D:50:1F:CF:42,SUGuest,-66,2.462,11,1732309918.9318712
L029,B4:5D:50:1F:CF:43,SU-IoT,-67,2.462,11,1732309918.9318712
L029,B4:5D:50:42:7C:00,SABANCIUNIV,-80,2.437,11,1732309918.9318712
L029,B4:5D:50:42:7C:01,eduroam,-80,2.437,11,1732309918.9318712
L029,B4:5D:50:42:7C:02,SUGuest,-80,2.437,11,1732309918.9318712
L029,B4:5D:50:42:7C:03,SU-IoT,-80,2.437,11,1732309918.9318712
L029,B4:5D:50:1F:CF:50,SABANCIUNIV,-67,5.32,12,1732309918.9318712
L029,B4:5D:50:1F:CF:51,eduroam,-68,5.32,12,1732309918.9318712
L029,B4:5D:50:1F:CF:52,SUGuest,-68,5.32,12,1732309918.9318712
L029,9C:8C:D8:CB:9E:30,SABANCIUNIV,-82,5.52,12,1732309918.9318712
L029,9C:8C:D8:CB:9E:31,eduroam,-71,5.52,12,1732309918.9318712
L029,9C:8C:D8:CB:9E:32,SUGuest,-72,5.52,12,1732309918.9318712
L029,9C:8C:D8:CB:9E:20,SABANCIUNIV,-78,2.412,11,1732309923.1336887
L029,9C:8C:D8:CB:9E:21,eduroam,-82,2.412,11,1732309923.1336887
L029,9C:8C:D8:CB:9E:22,SUGuest,-83,2.412,11,1732309923.1336887
L029,9C:8C:D8:CB:9E:23,SU-IoT,-77,2.412,11,1732309923.1336887
L029,B4:5D:50:1F:CF:40,SABANCIUNIV,-63,2.462,11,1732309923.1336887
L029,B4:5D:50:1F:CF:41,eduroam,-74,2.462,11,1732309923.1336887
L029,B4:5D:50:1F:CF:42,SUGuest,-74,2.462,11,1732309923.1336887
L029,B4:5D:50:1F:CF:43,SU-IoT,-73,2.462,11,1732309923.1336887
L029,B4:5D:50:42:7C:00,SABANCIUNIV,-80,2.437,11,1732309923.1336887
L029,B4:5D:50:42:7C:01,eduroam,-80,2.437,11,1732309923.1336887
L029,B4:5D:50:42:7C:02,SUGuest,-80,2.437,11,1732309923.1336887
L029,B4:5D:50:42:7C:03,SU-IoT,-80,2.437,11,1732309923.1336887
L029,B4:5D:50:1F:CF:50,SABANCIUNIV,-72,5.32,12,1732309923.1336887
L029,B4:5D:50:1F:CF:51,eduroam,-72,5.32,12,1732309923.1336887
L029,B4:5D:50:1F:CF:52,SUGuest,-72,5.32,12,1732309923.1336887
L029,9C:8C:D8:CB:9E:30,SABANCIUNIV,-82,5.52,12,1732309923.1336887
L029,9C:8C:D8:CB:9E:31,eduroam,-71,5.52,12,1732309923.1336887
L029,9C:8C:D8:CB:9E:32,SUGuest,-72,5.52,12,1732309923.1336887
L029,9C:8C:D8:CB:9E:20,SABANCIUNIV,-78,2.412,11,1732309927.3441198
L029,9C:8C:D8:CB:9E:21,eduroam,-82,2.412,11,1732309927.3441198
L029,9C:8C:D8:CB:9E:22,SUGuest,-83,2.412,11,1732309927.3441198
L029,9C:8C:D8:CB:9E:23,SU-IoT,-82,2.412,11,1732309927.3441198
L029,B4:5D:50:1F:CF:40,SABANCIUNIV,-68,2.462,11,1732309927.3441198
L029,B4:5D:50:1F:CF:41,eduroam,-64,2.462,11,1732309927.3441198
L029,B4:5D:50:1F:CF:42,SUGuest,-71,2.462,11,1732309927.3441198
L029,B4:5D:50:1F:CF:43,SU-IoT,-70,2.462,11,1732309927.3441198
L029,B4:5D:50:42:7C:00,SABANCIUNIV,-80,2.437,11,1732309927.3441198
L029,B4:5D:50:42:7C:01,eduroam,-80,2.437,11,1732309927.3441198
L029,B4:5D:50:42:7C:02,SUGuest,-80,2.437,11,1732309927.3441198
L029,B4:5D:50:42:7C:03,SU-IoT,-80,2.437,11,1732309927.3441198
L029,B4:5D:50:1F:CF:50,SABANCIUNIV,-62,5.32,12,1732309927.3441198
L029,B4:5D:50:1F:CF:51,eduroam,-62,5.32,12,1732309927.3441198
L029,B4:5D:50:1F:CF:52,SUGuest,-62,5.32,12,1732309927.3441198
L029,9C:8C:D8:CB:9E:30,SABANCIUNIV,-78,5.52,12,1732309927.3441198
L029,9C:8C:D8:CB:9E:31,eduroam,-71,5.52,12,1732309927.3441198
L029,9C:8C:D8:CB:9E:32,SUGuest,-79,5.52,12,1732309927.3441198
L029,9C:8C:D8:CB:9E:20,SABANCIUNIV,-78,2.412,11,1732309931.5557938
L029,9C:8C:D8:CB:9E:21,eduroam,-82,2.412,11,1732309931.5557938
L029,9C:8C:D8:CB:9E:22,SUGuest,-83,2.412,11,1732309931.5557938
L029,9C:8C:D8:CB:9E:23,SU-IoT,-82,2.412,11,1732309931.5557938
L029,B4:5D:50:1F:CF:40,SABANCIUNIV,-69,2.462,11,1732309931.5557938
L029,B4:5D:50:1F:CF:41,eduroam,-66,2.462,11,1732309931.5557938
L029,B4:5D:50:1F:CF:42,SUGuest,-66,2.462,11,1732309931.5557938
L029,B4:5D:50:1F:CF:43,SU-IoT,-66,2.462,11,1732309931.5557938
L029,B4:5D:50:42:7C:00,SABANCIUNIV,-80,2.437,11,1732309931.5557938
L029,B4:5D:50:42:7C:01,eduroam,-80,2.437,11,1732309931.5557938
