Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2024-10-06 9:08:19 AM;1728194899.988234;faceUp;-0.0352325439453125;-0.39251708984375;-0.8692779541015625;sitting
2024-10-06 9:08:19 AM;1728194899.998608;faceUp;-0.152740478515625;-0.5039215087890625;-0.7979278564453125;sitting
2024-10-06 9:08:19 AM;1728194899.999368;faceUp;-0.018890380859375;-0.545440673828125;-0.764984130859375;sitting
2024-10-06 9:08:19 AM;1728194900.022159;faceUp;-0.123077392578125;-0.3550262451171875;-0.827606201171875;sitting
2024-10-06 9:08:19 AM;1728194900.072437;faceUp;-0.0341949462890625;-0.44183349609375;-0.9752044677734375;sitting
2024-10-06 9:08:19 AM;1728194900.122871;faceUp;-0.1215057373046875;-0.47210693359375;-0.8591766357421875;sitting
2024-10-06 9:08:19 AM;1728194900.173548;faceUp;-0.132965087890625;-0.361663818359375;-0.911590576171875;sitting
2024-10-06 9:08:19 AM;1728194900.2236428;faceUp;-0.102752685546875;-0.40142822265625;-0.8747711181640625;sitting
2024-10-06 9:08:19 AM;1728194900.274107;faceUp;-0.0696563720703125;-0.3471832275390625;-0.881317138671875;sitting
2024-10-06 9:08:19 AM;1728194900.324494;faceUp;-0.1138916015625;-0.331817626953125;-0.8231964111328125;sitting
2024-10-06 9:08:19 AM;1728194900.37461;faceUp;-0.283355712890625;-0.3352508544921875;-0.989288330078125;sitting
2024-10-06 9:08:19 AM;1728194900.425027;faceUp;-0.085601806640625;-0.3298187255859375;-1.003662109375;sitting
2024-10-06 9:08:19 AM;1728194900.475204;faceUp;-0.096160888671875;-0.3180999755859375;-0.954681396484375;sitting
2024-10-06 9:08:19 AM;1728194900.525636;faceUp;-0.150054931640625;-0.331146240234375;-0.92169189453125;sitting
2024-10-06 9:08:19 AM;1728194900.5758371;faceUp;-0.0722808837890625;-0.2722015380859375;-0.9542999267578125;sitting
2024-10-06 9:08:19 AM;1728194900.6279979;faceUp;-0.1239776611328125;-0.27984619140625;-0.9633636474609375;sitting
2024-10-06 9:08:19 AM;1728194900.677907;faceUp;-0.1630096435546875;-0.2715606689453125;-1.0194549560546875;sitting
2024-10-06 9:08:19 AM;1728194900.728372;faceUp;-0.198089599609375;-0.2576446533203125;-0.9738922119140625;sitting
2024-10-06 9:08:19 AM;1728194900.778335;faceUp;-0.15948486328125;-0.2641754150390625;-0.92742919921875;sitting
2024-10-06 9:08:19 AM;1728194900.8283448;faceUp;-0.1420440673828125;-0.2608642578125;-0.913238525390625;sitting
2024-10-06 9:08:19 AM;1728194900.878423;faceUp;-0.132049560546875;-0.2707672119140625;-0.9154205322265625;sitting
2024-10-06 9:08:19 AM;1728194900.9283829;faceUp;-0.15045166015625;-0.2520904541015625;-0.933990478515625;sitting
2024-10-06 9:08:19 AM;1728194900.9805012;faceUp;-0.1032257080078125;-0.2569427490234375;-0.90716552734375;sitting
2024-10-06 9:08:19 AM;1728194901.028524;faceUp;-0.1122894287109375;-0.2829742431640625;-0.870361328125;sitting
2024-10-06 9:08:19 AM;1728194901.078926;faceUp;-0.1676025390625;-0.2410430908203125;-0.847991943359375;sitting
2024-10-06 9:08:19 AM;1728194901.129195;faceUp;-0.0510711669921875;-0.285491943359375;-0.928253173828125;sitting
2024-10-06 9:08:19 AM;1728194901.179491;faceUp;-0.0708160400390625;-0.2569732666015625;-0.981170654296875;sitting
2024-10-06 9:08:19 AM;1728194901.229862;faceUp;-0.068084716796875;-0.268890380859375;-1.01708984375;sitting
2024-10-06 9:08:19 AM;1728194901.2799811;faceUp;-0.0796966552734375;-0.2427978515625;-0.971588134765625;sitting
2024-10-06 9:08:19 AM;1728194901.330528;faceUp;-0.119171142578125;-0.25592041015625;-0.9468231201171875;sitting
2024-10-06 9:08:19 AM;1728194901.380711;faceUp;-0.1265869140625;-0.2437591552734375;-0.940338134765625;sitting
2024-10-06 9:08:19 AM;1728194901.430952;faceUp;-0.1347198486328125;-0.2217254638671875;-0.9077301025390625;sitting
2024-10-06 9:08:19 AM;1728194901.481252;faceUp;-0.2623748779296875;-0.1128692626953125;-0.771514892578125;sitting
2024-10-06 9:08:19 AM;1728194901.531673;faceUp;-0.266510009765625;0.1233978271484375;-0.7215728759765625;sitting
2024-10-06 9:08:19 AM;1728194901.5818992;faceUp;-0.3757171630859375;0.127197265625;-0.4410247802734375;sitting
2024-10-06 9:08:19 AM;1728194901.632354;faceUp;-0.3238372802734375;0.17474365234375;-0.4025726318359375;sitting
2024-10-06 9:08:19 AM;1728194901.682518;faceUp;-0.647125244140625;0.192108154296875;-0.6351165771484375;sitting
2024-10-06 9:08:19 AM;1728194901.732913;faceUp;-0.891204833984375;0.1176605224609375;-1.02374267578125;sitting
2024-10-06 9:08:19 AM;1728194901.78314;faceUp;-1.3337860107421875;0.0944061279296875;-1.229248046875;sitting
2024-10-06 9:08:19 AM;1728194901.833435;faceUp;-1.4482421875;-0.11663818359375;-0.89898681640625;sitting
2024-10-06 9:08:19 AM;1728194901.8837981;faceUp;-0.980072021484375;0.02056884765625;-0.448883056640625;sitting
2024-10-06 9:08:19 AM;1728194901.93417;faceUp;-0.7784271240234375;0.1431121826171875;0.0399322509765625;sitting
2024-10-06 9:08:19 AM;1728194901.9843311;faceUp;-0.7349700927734375;0.2078399658203125;0.1399688720703125;sitting
2024-10-06 9:08:19 AM;1728194902.03471;faceUp;-1.08544921875;0.8287811279296875;-0.225433349609375;sitting
2024-10-06 9:08:19 AM;1728194902.084939;faceUp;-0.75994873046875;1.192626953125;-0.0540313720703125;sitting
