Room,Address,Signal Level
2,23,0.26
2,27,0.29000000000000004
2,24,0.25
2,28,0.29000000000000004
2,29,0.29000000000000004
2,30,0.29000000000000004
2,31,0.37
2,32,0.4
2,33,0.30999999999999994
2,25,0.25
2,26,0.26
2,20,0.25
2,21,0.25
2,22,0.27
2,23,0.25
2,27,0.32999999999999996
2,24,0.31999999999999995
2,28,0.33999999999999997
2,29,0.32999999999999996
2,30,0.33999999999999997
2,31,0.29999999999999993
2,32,0.36
2,33,0.30999999999999994
2,25,0.30999999999999994
2,26,0.30999999999999994
2,20,0.24
2,21,0.24
2,22,0.24
2,23,0.25
2,27,0.25
2,24,0.42000000000000004
2,28,0.26
2,29,0.25
2,30,0.26
2,31,0.30999999999999994
2,32,0.37
2,33,0.31999999999999995
2,25,0.42000000000000004
2,26,0.42000000000000004
2,20,0.20999999999999996
2,21,0.20999999999999996
2,22,0.20999999999999996
2,23,0.19999999999999996
2,27,0.37
2,24,0.31999999999999995
2,28,0.38
2,29,0.37
2,30,0.37
2,31,0.4
2,32,0.4
2,33,0.4
2,25,0.36
2,26,0.30999999999999994
2,20,0.20999999999999996
2,21,0.19999999999999996
2,22,0.20999999999999996
2,23,0.19999999999999996
2,27,0.29999999999999993
2,24,0.32999999999999996
2,28,0.29999999999999993
2,29,0.29999999999999993
2,30,0.30999999999999994
2,31,0.29000000000000004
2,32,0.36
2,33,0.31999999999999995
2,25,0.33999999999999997
2,26,0.33999999999999997
2,76,0.16999999999999993
2,78,0.17999999999999994
2,77,0.17999999999999994
2,79,0.17999999999999994
2,20,0.32999999999999996
2,21,0.32999999999999996
2,22,0.32999999999999996
2,23,0.32999999999999996
2,27,0.28
2,24,0.33999999999999997
2,28,0.28
2,29,0.28
2,30,0.28
2,31,0.30999999999999994
2,32,0.29000000000000004
2,33,0.29000000000000004
2,25,0.33999999999999997
2,26,0.33999999999999997
2,76,0.16999999999999993
2,78,0.17999999999999994
2,77,0.17999999999999994
2,79,0.17999999999999994
2,20,0.25
2,21,0.26
2,22,0.25
2,23,0.26
2,27,0.27
2,24,0.32999999999999996
2,28,0.27
2,29,0.27
2,30,0.27
2,31,0.29999999999999993
2,32,0.33999999999999997
2,33,0.35
2,25,0.32999999999999996
2,26,0.32999999999999996
2,76,0.16999999999999993
2,78,0.17999999999999994
2,77,0.17999999999999994
2,79,0.17999999999999994
2,20,0.22999999999999998
2,21,0.22999999999999998
2,22,0.24
2,23,0.22999999999999998
2,27,0.33999999999999997
2,24,0.24
2,28,0.33999999999999997
2,29,0.33999999999999997
2,30,0.33999999999999997
2,31,0.38
2,32,0.33999999999999997
2,33,0.35
2,25,0.24
2,26,0.24
2,76,0.16999999999999993
2,78,0.17999999999999994
2,77,0.17999999999999994
2,79,0.17999999999999994
2,20,0.22999999999999998
2,21,0.22999999999999998
2,22,0.24
2,23,0.22999999999999998
2,27,0.41000000000000003
2,24,0.32999999999999996
2,28,0.41000000000000003
2,29,0.41000000000000003
2,30,0.41000000000000003
2,31,0.30999999999999994
2,32,0.38
2,33,0.30999999999999994
2,25,0.31999999999999995
2,26,0.31999999999999995
2,76,0.16999999999999993
2,78,0.17999999999999994
